NC,0+105+106+107+108+109
NC805432,108
NC805433,108
NC805434,108
NC805435,108
NC805436,108
NC805437,108
NC805438,108
NC805439,108
NC806431,107+108
NC806432,108
NC806433,108
NC806434,108
NC806435,108
NC806436,108
NC806437,108
NC806438,108
NC806439,108
NC807431,107+108
NC807432,108
NC807433,108
NC807434,108
NC807435,108
NC807436,108
NC807437,108
NC807438,108
NC807439,108
NC808431,107+108
NC808432,108
NC808433,108
NC808434,108
NC808435,108
NC808436,108
NC808437,108
NC808438,108
NC808439,108
NC809431,107+108
NC809432,108
NC809433,108
NC809434,108
NC809435,108
NC809436,108
NC809437,108
NC809438,108
NC809439,108
NC8142,107+108
NC811428,107+108
NC811429,107+108
NC812428,107+108
NC812429,108
NC813426,107+108
NC813427,107+108
NC813428,107+108
NC813429,108
NC814420,107+108
NC814421,107+108
NC814422,107+108
NC814423,107+108
NC814425,107+108
NC814426,107+108
NC814427,108
NC814428,108
NC814429,108
NC815420,108
NC815421,108
NC815422,108
NC815423,107+108
NC815424,107+108
NC815425,107+108
NC815426,108
NC815427,108
NC815428,108
NC815429,108
NC816420,108
NC816421,108
NC816422,108
NC816423,108
NC816424,108
NC816425,108
NC816426,108
NC816427,108
NC816428,108
NC816429,108
NC817420,108
NC817421,108
NC817422,108
NC817423,108
NC817424,108
NC817425,108
NC817426,108
NC817427,108
NC817428,108
NC817429,108
NC818420,108
NC818421,108
NC818422,108
NC818423,108
NC818424,108
NC818425,108
NC818426,108
NC818427,108
NC818428,108
NC818429,108
NC819420,108
NC819421,108
NC819422,108
NC819423,108
NC819424,108
NC819425,108
NC819426,108
NC819427,108
NC819428,108
NC819429,108
NC8143,107+108
NC810430,107+108
NC810431,107+108
NC810432,108
NC810433,108
NC810434,108
NC810435,108
NC810436,108
NC810437,108
NC810438,108
NC810439,108
NC811430,107+108
NC811431,108
NC811432,108
NC811433,108
NC811434,108
NC811435,108
NC811436,108
NC811437,108
NC811438,108
NC811439,108
NC812430,108
NC812431,108
NC812432,108
NC812433,108
NC812434,108
NC812435,108
NC812436,108
NC812437,108
NC812438,108
NC812439,108
NC813430,108
NC813431,108
NC813432,108
NC813433,108
NC813434,108
NC813435,108
NC813436,108
NC813437,108
NC813438,108
NC813439,108
NC814430,108
NC814431,108
NC814432,108
NC814433,108
NC814434,108
NC814435,108
NC814436,108
NC814437,108
NC814438,108
NC814439,108
NC815430,108
NC815431,108
NC815432,108
NC815433,108
NC815434,108
NC815435,108
NC815436,108
NC815437,108
NC815438,108
NC815439,108
NC816430,108
NC816431,108
NC816432,108
NC816433,108
NC816434,108
NC816435,108
NC816436,108
NC816437,108
NC816438,108
NC816439,108
NC817430,108
NC817431,108
NC817432,108
NC817433,108
NC817434,108
NC817435,108
NC817436,108
NC817437,108
NC817438,108
NC817439,108
NC818430,108
NC818431,108
NC818432,108
NC818433,108
NC818434,108
NC818435,108
NC818436,108
NC818437,108
NC818438,108
NC818439,108
NC819430,108
NC819431,108
NC819432,108
NC819433,108
NC819434,108
NC819435,108
NC819436,108
NC819437,108
NC819438,108
NC819439,108
NC84C,108
NC84D,108
NC84E,108
NC84F,107+108
NC8241,107+108
NC820415,107+108
NC820416,108
NC820417,108
NC820418,108
NC820419,108
NC821414,107+108
NC821415,107+108
NC821416,108
NC821417,108
NC821418,108
NC821419,108
NC822414,107+108
NC822415,108
NC822416,108
NC822417,108
NC822418,108
NC822419,108
NC823413,107+108
NC823414,107+108
NC823415,108
NC823416,108
NC823417,108
NC823418,108
NC823419,108
NC824413,107+108
NC824414,108
NC824415,108
NC824416,108
NC824417,108
NC824418,108
NC824419,108
NC825412,107+108
NC825413,107+108
NC825414,108
NC825415,108
NC825416,108
NC825417,108
NC825418,108
NC825419,108
NC826411,107+108
NC826412,107+108
NC826413,108
NC826414,108
NC826415,108
NC826416,108
NC826417,108
NC826418,108
NC826419,108
NC827411,107+108
NC827412,108
NC827413,108
NC827414,108
NC827415,108
NC827416,108
NC827417,108
NC827418,108
NC827419,108
NC828411,107+108
NC828412,108
NC828413,108
NC828414,108
NC828415,108
NC828416,108
NC828417,108
NC828418,108
NC828419,108
NC829411,107+108
NC829412,108
NC829413,108
NC829414,108
NC829415,108
NC829416,108
NC829417,108
NC829418,108
NC829419,108
NC8340,107+108
NC834409,107+108
NC835409,107+108
NC836408,107+108
NC836409,107+108
NC837408,107+108
NC837409,107+108
NC838409,107+108
NC839409,107+108
NC8341,107+108
NC830411,107+108
NC830412,108
NC830413,108
NC830414,108
NC830415,108
NC830416,108
NC830417,108
NC830418,108
NC830419,108
NC831411,107+108
NC831412,108
NC831413,108
NC831414,108
NC831415,108
NC831416,108
NC831417,108
NC831418,108
NC831419,108
NC832410,107+108
NC832411,107+108
NC832412,108
NC832413,108
NC832414,108
NC832415,108
NC832416,108
NC832417,108
NC832418,108
NC832419,108
NC833410,107+108
NC833411,108
NC833412,108
NC833413,108
NC833414,108
NC833415,108
NC833416,108
NC833417,108
NC833418,108
NC833419,108
NC834410,107+108
NC834411,108
NC834412,108
NC834413,108
NC834414,108
NC834415,108
NC834416,108
NC834417,108
NC834418,108
NC834419,108
NC835410,108
NC835411,108
NC835412,108
NC835413,108
NC835414,108
NC835415,108
NC835416,108
NC835417,108
NC835418,108
NC835419,108
NC836410,108
NC836411,108
NC836412,108
NC836413,108
NC836414,108
NC836415,108
NC836416,108
NC836417,108
NC836418,108
NC836419,108
NC837410,108
NC837411,108
NC837412,108
NC837413,108
NC837414,108
NC837415,108
NC837416,108
NC837417,108
NC837418,108
NC837419,108
NC838410,108
NC838411,108
NC838412,108
NC838413,108
NC838414,108
NC838415,108
NC838416,108
NC838417,108
NC838418,108
NC838419,108
NC839410,108
NC839411,108
NC839412,108
NC839413,108
NC839414,108
NC839415,107+108
NC839416,107+108
NC839417,107+108
NC839418,108
NC839419,108
NC84G,108
NC84H,108
NC84I,108
NC84J,108
NC84K,107+108
NC8440,107+108
NC840409,107+108
NC841409,107+108
NC842409,107+108
NC8441,107+108
NC840410,108
NC840411,108
NC840412,108
NC840413,108
NC840414,108
NC840415,107+108
NC840417,107+108
NC840418,107+108
NC840419,108
NC841410,108
NC841411,108
NC841412,107+108
NC841413,107+108
NC841414,107+108
NC841415,107+108
NC841418,107+108
NC841419,107+108
NC842410,107+108
NC842411,107+108
NC842412,107+108
NC84L,107+108
NC8442,107+108
NC840420,108
NC840421,108
NC840422,108
NC840423,108
NC840424,108
NC840425,108
NC840426,108
NC840427,108
NC840428,108
NC840429,108
NC841420,107+108
NC841421,107+108
NC841422,108
NC841423,108
NC841424,108
NC841425,108
NC841426,108
NC841427,108
NC841428,108
NC841429,108
NC842421,107+108
NC842422,107+108
NC842423,107+108
NC842424,108
NC842425,108
NC842426,108
NC842427,108
NC842428,108
NC842429,108
NC843423,107+108
NC843424,107+108
NC843425,108
NC843426,108
NC843427,108
NC843428,108
NC843429,108
NC844424,107+108
NC844425,107+108
NC844426,108
NC844427,108
NC844428,108
NC844429,108
NC845425,107+108
NC845426,108
NC845427,108
NC845428,108
NC845429,108
NC846425,107+108
NC846426,107+108
NC846427,107+108
NC846428,107+108
NC846429,107+108
NC8443,107+108
NC840430,108
NC840431,108
NC840432,108
NC840433,108
NC840434,108
NC840435,108
NC840436,108
NC840437,108
NC840438,108
NC840439,108
NC841430,108
NC841431,108
NC841432,108
NC841433,108
NC841434,108
NC841435,108
NC841436,108
NC841437,108
NC841438,108
NC841439,108
NC842430,108
NC842431,108
NC842432,108
NC842433,108
NC842434,108
NC842435,108
NC842436,108
NC842437,108
NC842438,108
NC842439,108
NC843430,108
NC843431,108
NC843432,108
NC843433,108
NC843434,108
NC843435,108
NC843436,108
NC843437,108
NC843438,108
NC843439,108
NC844430,108
NC844431,108
NC844432,108
NC844433,108
NC844434,108
NC844435,108
NC844436,108
NC844437,108
NC844438,108
NC844439,108
NC845430,108
NC845431,108
NC845432,108
NC845433,108
NC845434,108
NC845435,108
NC845436,108
NC845437,108
NC845438,108
NC845439,108
NC846430,107+108
NC846431,107+108
NC846432,107+108
NC846433,108
NC846434,108
NC846435,108
NC846436,108
NC846437,108
NC846438,108
NC846439,108
NC847432,107+108
NC847433,107+108
NC847434,108
NC847435,108
NC847436,108
NC847437,108
NC847438,108
NC847439,108
NC848433,107+108
NC848434,108
NC848435,108
NC848436,108
NC848437,108
NC848438,108
NC848439,108
NC849433,107+108
NC849434,107+108
NC849435,108
NC849436,108
NC849437,108
NC849438,108
NC849439,108
NC8542,107+108
NC856429,107+108
NC857427,107+108
NC857428,107+108
NC857429,107+108
NC858426,107+108
NC858427,107+108
NC858428,108
NC858429,108
NC859426,107+108
NC859427,108
NC859428,108
NC859429,108
NC8543,107+108
NC850434,107+108
NC850435,108
NC850436,108
NC850437,108
NC850438,108
NC850439,108
NC851434,107+108
NC851435,108
NC851436,108
NC851437,108
NC851438,108
NC851439,108
NC852433,107+108
NC852434,107+108
NC852435,108
NC852436,108
NC852437,108
NC852438,108
NC852439,108
NC853432,107+108
NC853433,107+108
NC853434,108
NC853435,108
NC853436,108
NC853437,108
NC853438,108
NC853439,108
NC854431,107+108
NC854432,107+108
NC854433,108
NC854434,108
NC854435,108
NC854436,108
NC854437,108
NC854438,108
NC854439,108
NC855430,107+108
NC855431,107+108
NC855432,108
NC855433,108
NC855434,108
NC855435,108
NC855436,108
NC855437,108
NC855438,108
NC855439,108
NC856430,107+108
NC856431,108
NC856432,108
NC856433,108
NC856434,108
NC856435,108
NC856436,108
NC856437,108
NC856438,108
NC856439,108
NC857430,108
NC857431,108
NC857432,108
NC857433,108
NC857434,108
NC857435,108
NC857436,108
NC857437,108
NC857438,108
NC857439,108
NC858430,108
NC858431,108
NC858432,108
NC858433,108
NC858434,108
NC858435,108
NC858436,108
NC858437,108
NC858438,108
NC858439,108
NC859430,108
NC859431,108
NC859432,108
NC859433,108
NC859434,108
NC859435,108
NC859436,108
NC859437,108
NC859438,108
NC859439,108
NC84M,108
NC84N,108
NC84P,108
NC84Q,107+108
NC8641,107+108
NC869415,107+108
NC869416,107+108
NC8741,107+108
NC870415,107+108
NC870416,107+108
NC870417,107+108
NC870418,107+108
NC870419,107+108
NC871415,107+108
NC871416,108
NC871417,108
NC871418,108
NC871419,108
NC872414,107+108
NC872415,107+108
NC872416,108
NC872417,108
NC872418,108
NC872419,108
NC873413,107+108
NC873414,107+108
NC873415,108
NC873416,108
NC873417,108
NC873418,108
NC873419,108
NC874412,107+108
NC874413,107+108
NC874414,108
NC874415,108
NC874416,108
NC874417,108
NC874418,108
NC874419,108
NC875412,107+108
NC875413,107+108
NC875414,108
NC875415,108
NC875416,108
NC875417,108
NC875418,108
NC875419,108
NC876413,107+108
NC876414,108
NC876415,108
NC876416,108
NC876417,108
NC876418,108
NC876419,108
NC877412,107+108
NC877413,107+108
NC877414,108
NC877415,108
NC877416,108
NC877417,108
NC877418,108
NC877419,108
NC878412,107+108
NC878413,108
NC878414,108
NC878415,108
NC878416,108
NC878417,108
NC878418,108
NC878419,108
NC879411,107+108
NC879412,107+108
NC879413,108
NC879414,108
NC879415,108
NC879416,108
NC879417,108
NC879418,108
NC879419,108
NC84R,107+108
NC8642,107+108
NC860426,107+108
NC860427,108
NC860428,108
NC860429,108
NC861426,107+108
NC861427,108
NC861428,108
NC861429,108
NC862425,107+108
NC862426,107+108
NC862427,108
NC862428,108
NC862429,108
NC863425,107+108
NC863426,108
NC863427,108
NC863428,108
NC863429,108
NC864424,107+108
NC864425,107+108
NC864426,108
NC864427,108
NC864428,108
NC864429,108
NC865424,107+108
NC865425,108
NC865426,108
NC865427,108
NC865428,108
NC865429,108
NC866423,107+108
NC866424,107+108
NC866425,108
NC866426,108
NC866427,108
NC866428,108
NC866429,108
NC867423,107+108
NC867424,108
NC867425,108
NC867426,108
NC867427,108
NC867428,108
NC867429,108
NC868422,107+108
NC868423,107+108
NC868424,108
NC868425,108
NC868426,108
NC868427,108
NC868428,108
NC868429,108
NC869421,107+108
NC869422,107+108
NC869423,108
NC869424,108
NC869425,108
NC869426,108
NC869427,108
NC869428,108
NC869429,108
NC8643,108
NC8742,107+108
NC870420,107+108
NC870421,107+108
NC870422,108
NC870423,108
NC870424,108
NC870425,108
NC870426,108
NC870427,108
NC870428,108
NC870429,108
NC871420,108
NC871421,108
NC871422,108
NC871423,108
NC871424,108
NC871425,108
NC871426,108
NC871427,108
NC871428,108
NC871429,108
NC872420,108
NC872421,108
NC872422,108
NC872423,108
NC872424,108
NC872425,108
NC872426,108
NC872427,108
NC872428,108
NC872429,108
NC873420,108
NC873421,108
NC873422,108
NC873423,108
NC873424,108
NC873425,108
NC873426,108
NC873427,108
NC873428,108
NC873429,108
NC874420,108
NC874421,108
NC874422,108
NC874423,108
NC874424,108
NC874425,108
NC874426,108
NC874427,108
NC874428,108
NC874429,108
NC875420,108
NC875421,108
NC875422,108
NC875423,108
NC875424,108
NC875425,108
NC875426,108
NC875427,108
NC875428,108
NC875429,108
NC876420,108
NC876421,108
NC876422,108
NC876423,108
NC876424,108
NC876425,108
NC876426,108
NC876427,108
NC876428,108
NC876429,108
NC877420,108
NC877421,108
NC877422,108
NC877423,108
NC877424,108
NC877425,108
NC877426,108
NC877427,108
NC877428,108
NC877429,108
NC878420,108
NC878421,108
NC878422,108
NC878423,108
NC878424,108
NC878425,108
NC878426,108
NC878427,108
NC878428,108
NC878429,108
NC879420,108
NC879421,108
NC879422,108
NC879423,108
NC879424,108
NC879425,108
NC879426,108
NC879427,108
NC879428,108
NC879429,108
NC8743,108
NC84S,108
NC84T,108
NC84U,108
NC84V,107+108
NC8840,107+108
NC882405,107+108
NC882406,107+108
NC882407,107+108
NC882408,107+108
NC882409,107+108
NC883403,107+108
NC883404,107+108
NC883405,107+108
NC883406,107+108
NC883407,108
NC883408,108
NC883409,108
NC884402,107+108
NC884403,107+108
NC884404,108
NC884405,108
NC884406,108
NC884407,108
NC884408,108
NC884409,108
NC885401,107+108
NC885402,107+108
NC885403,108
NC885404,108
NC885405,108
NC885406,108
NC885407,108
NC885408,108
NC885409,108
NC886400,107+108
NC886401,107+108
NC886402,108
NC886403,108
NC886404,108
NC886405,108
NC886406,108
NC886407,108
NC886408,108
NC886409,108
NC887400,108
NC887401,108
NC887402,108
NC887403,108
NC887404,108
NC887405,108
NC887406,108
NC887407,108
NC887408,108
NC887409,108
NC888400,108
NC888401,108
NC888402,108
NC888403,108
NC888404,108
NC888405,108
NC888406,108
NC888407,108
NC888408,108
NC888409,108
NC889400,108
NC889401,108
NC889402,108
NC889403,108
NC889404,108
NC889405,108
NC889406,108
NC889407,108
NC889408,108
NC889409,108
NC8841,107+108
NC880410,107+108
NC880411,107+108
NC880412,108
NC880413,108
NC880414,108
NC880415,108
NC880416,108
NC880417,108
NC880418,108
NC880419,108
NC881410,107+108
NC881411,107+108
NC881412,108
NC881413,108
NC881414,108
NC881415,108
NC881416,108
NC881417,108
NC881418,108
NC881419,108
NC882410,107+108
NC882411,107+108
NC882412,108
NC882413,108
NC882414,108
NC882415,108
NC882416,108
NC882417,108
NC882418,108
NC882419,108
NC883410,108
NC883411,108
NC883412,108
NC883413,108
NC883414,108
NC883415,108
NC883416,108
NC883417,108
NC883418,108
NC883419,108
NC884410,108
NC884411,108
NC884412,108
NC884413,108
NC884414,108
NC884415,108
NC884416,108
NC884417,108
NC884418,108
NC884419,108
NC885410,108
NC885411,108
NC885412,108
NC885413,108
NC885414,108
NC885415,108
NC885416,108
NC885417,108
NC885418,108
NC885419,108
NC886410,108
NC886411,108
NC886412,108
NC886413,108
NC886414,108
NC886415,108
NC886416,108
NC886417,108
NC886418,108
NC886419,108
NC887410,108
NC887411,108
NC887412,108
NC887413,108
NC887414,108
NC887415,108
NC887416,108
NC887417,108
NC887418,108
NC887419,108
NC888410,108
NC888411,108
NC888412,108
NC888413,108
NC888414,108
NC888415,108
NC888416,108
NC888417,108
NC888418,108
NC888419,108
NC889410,108
NC889411,108
NC889412,108
NC889413,108
NC889414,108
NC889415,108
NC889416,108
NC889417,108
NC889418,108
NC889419,108
NC8940,107+108
NC890400,108
NC890401,108
NC890402,108
NC890403,108
NC890404,108
NC890405,108
NC890406,108
NC890407,108
NC890408,108
NC890409,108
NC891400,108
NC891401,108
NC891402,108
NC891403,108
NC891404,108
NC891405,108
NC891406,108
NC891407,108
NC891408,108
NC891409,108
NC892400,107+108
NC892401,108
NC892402,108
NC892403,108
NC892404,108
NC892405,108
NC892406,108
NC892407,108
NC892408,108
NC892409,108
NC893400,107+108
NC893401,107+108
NC893402,107+108
NC893403,107+108
NC893404,108
NC893405,108
NC893406,108
NC893407,108
NC893408,108
NC893409,108
NC894401,107+108
NC894402,107+108
NC894403,107+108
NC894404,108
NC894405,108
NC894406,108
NC894407,108
NC894408,108
NC894409,108
NC895400,107+108
NC895401,107+108
NC895402,108
NC895403,108
NC895404,108
NC895405,108
NC895406,108
NC895407,108
NC895408,108
NC895409,108
NC896400,107+108
NC896401,108
NC896402,108
NC896403,108
NC896404,108
NC896405,108
NC896406,108
NC896407,108
NC896408,108
NC896409,108
NC897400,107+108
NC897401,108
NC897402,108
NC897403,108
NC897404,108
NC897405,108
NC897406,108
NC897407,108
NC897408,108
NC897409,108
NC898400,108
NC898401,108
NC898402,108
NC898403,108
NC898404,108
NC898405,108
NC898406,108
NC898407,108
NC898408,108
NC898409,108
NC899400,108
NC899401,108
NC899402,108
NC899403,108
NC899404,108
NC899405,108
NC899406,108
NC899407,108
NC899408,108
NC899409,108
NC8941,108
NC84W,108
NC84X,108
NC84Y,108
NC84Z,108
NC85,108
NC86,0+108
NC86SW,108
NC86NW,0+108
NC86SE,0+108
NC86NE,0+108
NC86A,108
NC86B,108
NC86C,0+108
NC8064,108
NC8065,0+108
NC800650,108
NC800651,108
NC800652,108
NC800653,108
NC800654,108
NC800655,108
NC800656,108
NC800657,108
NC800658,108
NC800659,0+108
NC801650,108
NC801651,108
NC801652,108
NC801653,108
NC801654,108
NC801655,108
NC801656,108
NC801657,108
NC801658,108
NC801659,108
NC802650,108
NC802651,108
NC802652,108
NC802653,108
NC802654,108
NC802655,108
NC802656,108
NC802657,108
NC802658,108
NC802659,0+108
NC803650,108
NC803651,108
NC803652,108
NC803653,108
NC803654,108
NC803655,108
NC803656,108
NC803657,108
NC803658,108
NC803659,108
NC804650,108
NC804651,108
NC804652,108
NC804653,108
NC804654,108
NC804655,108
NC804656,108
NC804657,108
NC804658,108
NC804659,108
NC805650,108
NC805651,108
NC805652,108
NC805653,108
NC805654,108
NC805655,108
NC805656,108
NC805657,108
NC805658,108
NC805659,108
NC806650,108
NC806651,108
NC806652,108
NC806653,108
NC806654,108
NC806655,108
NC806656,108
NC806657,108
NC806658,108
NC806659,108
NC807650,108
NC807651,108
NC807652,108
NC807653,108
NC807654,108
NC807655,108
NC807656,108
NC807657,108
NC807658,108
NC807659,108
NC808650,108
NC808651,108
NC808652,108
NC808653,108
NC808654,108
NC808655,108
NC808656,108
NC808657,108
NC808658,108
NC808659,108
NC809650,108
NC809651,108
NC809652,108
NC809653,108
NC809654,108
NC809655,108
NC809656,108
NC809657,108
NC809658,108
NC809659,108
NC8164,108
NC8165,108
NC86D,0+108
NC8066,0+108
NC800660,0+108
NC800661,0+108
NC801660,0+108
NC801661,0+108
NC802660,0+108
NC802661,0+108
NC802662,0+108
NC802663,0+108
NC803660,108
NC803661,108
NC803662,0+108
NC803663,0+108
NC804660,108
NC804661,108
NC804662,0+108
NC804663,0+108
NC805660,108
NC805661,108
NC805662,108
NC805663,0+108
NC805664,0+108
NC805665,0+108
NC806660,108
NC806661,108
NC806662,108
NC806663,0+108
NC806664,0+108
NC806665,0+108
NC807660,108
NC807661,108
NC807662,108
NC807663,108
NC807664,108
NC807665,0+108
NC807666,0+108
NC807667,0+108
NC808660,108
NC808661,108
NC808662,108
NC808663,108
NC808664,108
NC808665,108
NC808666,0+108
NC808667,0+108
NC808668,0+108
NC808669,0+108
NC809660,108
NC809661,108
NC809662,108
NC809663,108
NC809664,108
NC809665,108
NC809666,0+108
NC809667,0+108
NC809668,0+108
NC809669,0+108
NC8067,0+108
NC806675,0+108
NC807671,0+108
NC807672,0+108
NC807673,0+108
NC807674,0+108
NC807675,0+108
NC808670,0+108
NC808671,0+108
NC808672,0+108
NC808673,0+108
NC808674,0+108
NC808675,0+108
NC808677,0+108
NC808678,0+108
NC809670,0+108
NC809671,0+108
NC809672,0+108
NC809673,0+108
NC809674,0+108
NC809675,0+108
NC809676,0+108
NC809677,0+108
NC809678,0+108
NC809679,0+108
NC8166,108
NC8167,0+108
NC810670,108
NC810671,108
NC810672,108
NC810673,108
NC810674,0+108
NC810675,0+108
NC810676,108
NC810677,108
NC810678,0+108
NC810679,0+108
NC811670,108
NC811671,108
NC811672,108
NC811673,108
NC811674,108
NC811675,108
NC811676,108
NC811677,108
NC811678,108
NC811679,0+108
NC812670,108
NC812671,108
NC812672,108
NC812673,108
NC812674,108
NC812675,108
NC812676,108
NC812677,108
NC812678,0+108
NC812679,0+108
NC813670,108
NC813671,108
NC813672,108
NC813673,108
NC813674,108
NC813675,108
NC813676,108
NC813677,108
NC813678,108
NC813679,108
NC814670,108
NC814671,108
NC814672,108
NC814673,108
NC814674,108
NC814675,108
NC814676,108
NC814677,108
NC814678,108
NC814679,108
NC815670,108
NC815671,108
NC815672,108
NC815673,108
NC815674,108
NC815675,108
NC815676,108
NC815677,108
NC815678,108
NC815679,108
NC816670,108
NC816671,108
NC816672,108
NC816673,108
NC816674,108
NC816675,108
NC816676,108
NC816677,108
NC816678,108
NC816679,108
NC817670,108
NC817671,108
NC817672,108
NC817673,108
NC817674,108
NC817675,108
NC817676,108
NC817677,108
NC817678,108
NC817679,108
NC818670,108
NC818671,108
NC818672,108
NC818673,108
NC818674,108
NC818675,108
NC818676,108
NC818677,108
NC818678,108
NC818679,108
NC819670,108
NC819671,108
NC819672,108
NC819673,108
NC819674,108
NC819675,108
NC819676,108
NC819677,108
NC819678,108
NC819679,108
NC86E,0+108
NC8068,0+108
NC809680,0+108
NC8168,0+108
NC810680,0+108
NC811680,0+108
NC812680,0+108
NC812681,0+108
NC812682,0+108
NC812683,0+108
NC812684,0+108
NC812685,0+108
NC812686,0+108
NC812687,0+108
NC813680,108
NC813681,0+108
NC813682,0+108
NC813683,108
NC813684,108
NC813685,108
NC813686,0+108
NC813687,0+108
NC813688,0+108
NC813689,0+108
NC814680,108
NC814681,108
NC814682,108
NC814683,108
NC814684,108
NC814685,108
NC814686,0+108
NC814687,0+108
NC814688,0+108
NC814689,0+108
NC815680,108
NC815681,108
NC815682,108
NC815683,108
NC815684,108
NC815685,108
NC815686,108
NC815687,108
NC815688,0+108
NC815689,0+108
NC816680,108
NC816681,108
NC816682,108
NC816683,108
NC816684,108
NC816685,0+108
NC816686,0+108
NC816687,0+108
NC816688,0+108
NC817680,108
NC817681,108
NC817682,108
NC817683,108
NC817684,108
NC817685,0+108
NC817686,0+108
NC817687,0+108
NC817688,0+108
NC818680,108
NC818681,108
NC818682,108
NC818683,108
NC818684,108
NC818685,108
NC818686,108
NC818687,0+108
NC818688,0+108
NC819680,108
NC819681,108
NC819682,108
NC819683,108
NC819684,108
NC819685,108
NC819686,108
NC819687,0+108
NC819688,0+108
NC819689,0+108
NC8169,0+108
NC819690,0+108
NC86F,108
NC86G,108
NC86H,108
NC86I,0+108
NC8266,108
NC8267,108
NC8366,0+108
NC830660,108
NC830661,108
NC830662,108
NC830663,108
NC830664,108
NC830665,108
NC830666,108
NC830667,108
NC830668,108
NC830669,108
NC831660,108
NC831661,108
NC831662,108
NC831663,108
NC831664,108
NC831665,108
NC831666,108
NC831667,108
NC831668,108
NC831669,108
NC832660,108
NC832661,108
NC832662,108
NC832663,108
NC832664,108
NC832665,108
NC832666,108
NC832667,108
NC832668,108
NC832669,0+108
NC833660,108
NC833661,108
NC833662,108
NC833663,108
NC833664,108
NC833665,108
NC833666,108
NC833667,0+108
NC833668,108
NC833669,0+108
NC834660,108
NC834661,108
NC834662,108
NC834663,108
NC834664,0+108
NC834665,0+108
NC834666,0+108
NC834667,0+108
NC834668,0+108
NC834669,0+108
NC835660,108
NC835661,108
NC835662,108
NC835663,0+108
NC835664,0+108
NC836660,108
NC836661,108
NC836662,0+108
NC836663,0+108
NC837660,108
NC837661,0+108
NC837662,0+108
NC838660,108
NC838661,0+108
NC838662,0+108
NC839660,108
NC839661,0+108
NC839662,0+108
NC8367,0+108
NC830670,108
NC830671,108
NC830672,108
NC830673,108
NC830674,108
NC830675,108
NC830676,0+108
NC830677,108
NC830678,108
NC830679,108
NC831670,108
NC831671,108
NC831672,108
NC831673,108
NC831674,108
NC831675,108
NC831676,0+108
NC831677,0+108
NC831678,0+108
NC831679,0+108
NC832670,0+108
NC832671,108
NC832672,108
NC832673,0+108
NC832674,0+108
NC832675,0+108
NC832676,0+108
NC832677,0+108
NC832678,0+108
NC833670,0+108
NC833671,0+108
NC833672,0+108
NC833673,0+108
NC833676,0+108
NC834670,0+108
NC86J,0+108
NC8268,0+108
NC820680,108
NC820681,108
NC820682,108
NC820683,108
NC820684,108
NC820685,108
NC820686,108
NC820687,0+108
NC820688,0+108
NC820689,0+108
NC821680,108
NC821681,108
NC821682,108
NC821683,108
NC821684,108
NC821685,108
NC821686,108
NC821687,0+108
NC821688,0+108
NC821689,0+108
NC822680,108
NC822681,108
NC822682,108
NC822683,108
NC822684,108
NC822685,108
NC822686,108
NC822687,108
NC822688,0+108
NC822689,0+108
NC823680,108
NC823681,108
NC823682,108
NC823683,108
NC823684,108
NC823685,108
NC823686,108
NC823687,108
NC823688,0+108
NC823689,0+108
NC824680,108
NC824681,108
NC824682,108
NC824683,108
NC824684,108
NC824685,108
NC824686,108
NC824687,108
NC824688,0+108
NC824689,0+108
NC825680,108
NC825681,108
NC825682,108
NC825683,108
NC825684,108
NC825685,108
NC825686,108
NC825687,108
NC825688,108
NC825689,108
NC826680,108
NC826681,108
NC826682,108
NC826683,108
NC826684,108
NC826685,108
NC826686,108
NC826687,108
NC826688,108
NC826689,108
NC827680,108
NC827681,108
NC827682,108
NC827683,108
NC827684,108
NC827685,108
NC827686,108
NC827687,108
NC827688,108
NC827689,108
NC828680,108
NC828681,108
NC828682,108
NC828683,108
NC828684,108
NC828685,108
NC828686,108
NC828687,108
NC828688,108
NC828689,108
NC829680,108
NC829681,108
NC829682,108
NC829683,108
NC829684,108
NC829685,108
NC829686,108
NC829687,108
NC829688,108
NC829689,108
NC8269,0+108
NC820690,0+108
NC820691,0+108
NC823690,0+108
NC824690,0+108
NC825690,0+108
NC825691,0+108
NC826690,0+108
NC826691,0+108
NC826692,0+108
NC826693,0+108
NC827690,108
NC827691,108
NC827692,108
NC827693,0+108
NC827694,0+108
NC827695,0+108
NC827696,0+108
NC827697,0+108
NC827698,0+108
NC827699,0+108
NC828690,108
NC828691,108
NC828692,108
NC828693,108
NC828694,108
NC828695,108
NC828696,108
NC828697,0+108
NC828698,0+108
NC828699,0+108
NC829690,0+108
NC829691,0+108
NC829692,0+108
NC829693,0+108
NC829694,0+108
NC829695,0+108
NC829696,0+108
NC829697,0+108
NC829698,0+108
NC8368,0+108
NC830680,108
NC830681,108
NC830682,108
NC830683,0+108
NC830684,0+108
NC830685,108
NC830686,108
NC830687,0+108
NC830688,0+108
NC830689,0+108
NC831680,0+108
NC831681,0+108
NC831682,0+108
NC831683,0+108
NC831684,0+108
NC831685,0+108
NC831686,0+108
NC831687,0+108
NC832682,0+108
NC832683,0+108
NC832684,0+108
NC8369,0+108
NC830690,0+108
NC86K,108
NC86L,108
NC86M,108
NC86N,0+108
NC8466,0+108
NC840660,108
NC840661,0+108
NC841660,0+108
NC841661,0+108
NC841662,0+108
NC842660,108
NC842661,0+108
NC842662,0+108
