NC,0+105+106+107+108+109
NC464291,107+108
NC464292,107+108
NC464293,107+108
NC464294,108
NC464295,108
NC464296,108
NC464297,108
NC464298,108
NC464299,107+108
NC465290,107+108
NC465291,107+108
NC465292,108
NC465293,108
NC465294,108
NC465295,108
NC465296,108
NC465297,108
NC465298,108
NC465299,107+108
NC466290,108
NC466291,108
NC466292,108
NC466293,108
NC466294,108
NC466295,108
NC466296,108
NC466297,108
NC466298,108
NC466299,108
NC467290,108
NC467291,108
NC467292,108
NC467293,108
NC467294,108
NC467295,108
NC467296,108
NC467297,108
NC467298,108
NC467299,108
NC468290,108
NC468291,108
NC468292,108
NC468293,108
NC468294,108
NC468295,108
NC468296,108
NC468297,108
NC468298,108
NC468299,108
NC469290,108
NC469291,108
NC469292,108
NC469293,108
NC469294,108
NC469295,108
NC469296,108
NC469297,108
NC469298,108
NC469299,108
NC4728,108
NC4729,108
NC42Y,107+108
NC4827,107+108
NC480270,107+108
NC480271,108
NC480272,108
NC480273,108
NC480274,108
NC480275,108
NC480276,108
NC480277,108
NC480278,108
NC480279,108
NC481270,107+108
NC481271,107+108
NC481272,108
NC481273,108
NC481274,108
NC481275,108
NC481276,108
NC481277,108
NC481278,108
NC481279,108
NC482271,107+108
NC482272,108
NC482273,108
NC482274,108
NC482275,108
NC482276,108
NC482277,108
NC482278,108
NC482279,108
NC483271,107+108
NC483272,107+108
NC483273,108
NC483274,108
NC483275,108
NC483276,108
NC483277,108
NC483278,108
NC483279,108
NC484272,107+108
NC484273,107+108
NC484274,107+108
NC484275,108
NC484276,108
NC484277,108
NC484278,108
NC484279,108
NC485274,107+108
NC485275,107+108
NC485276,107+108
NC485277,107+108
NC485278,107+108
NC485279,108
NC486278,107+108
NC486279,107+108
NC487279,107+108
NC4926,107+108
NC494267,107+108
NC494268,107+108
NC494269,107+108
NC495267,107+108
NC495268,108
NC495269,108
NC496267,107+108
NC496268,108
NC496269,108
NC497267,107+108
NC497268,108
NC497269,108
NC498266,107+108
NC498267,107+108
NC498268,108
NC498269,108
NC499266,107+108
NC499267,108
NC499268,108
NC499269,108
NC4927,107+108
NC494270,107+108
NC495270,107+108
NC495271,107+108
NC495272,107+108
NC495273,107+108
NC496270,108
NC496271,108
NC496272,108
NC496273,107+108
NC496274,107+108
NC496275,107+108
NC496276,107+108
NC497270,108
NC497271,108
NC497272,108
NC497273,108
NC497274,108
NC497275,108
NC497276,107+108
NC497277,107+108
NC497278,107+108
NC498270,108
NC498271,108
NC498272,108
NC498273,108
NC498274,108
NC498275,108
NC498276,108
NC498277,108
NC498278,107+108
NC498279,107+108
NC499270,108
NC499271,108
NC499272,108
NC499273,108
NC499274,108
NC499275,108
NC499276,108
NC499277,108
NC499278,108
NC499279,108
NC42Z,107+108
NC4828,107+108
NC480280,108
NC480281,108
NC480282,108
NC480283,108
NC480284,108
NC480285,108
NC480286,108
NC480287,108
NC480288,108
NC480289,108
NC481280,108
NC481281,108
NC481282,108
NC481283,108
NC481284,108
NC481285,108
NC481286,108
NC481287,108
NC481288,108
NC481289,108
NC482280,108
NC482281,108
NC482282,108
NC482283,108
NC482284,108
NC482285,108
NC482286,108
NC482287,108
NC482288,108
NC482289,108
NC483280,108
NC483281,108
NC483282,108
NC483283,108
NC483284,108
NC483285,108
NC483286,108
NC483287,108
NC483288,108
NC483289,108
NC484280,108
NC484281,108
NC484282,108
NC484283,108
NC484284,108
NC484285,108
NC484286,108
NC484287,108
NC484288,108
NC484289,108
NC485280,108
NC485281,108
NC485282,108
NC485283,108
NC485284,108
NC485285,108
NC485286,108
NC485287,108
NC485288,108
NC485289,108
NC486280,108
NC486281,108
NC486282,108
NC486283,108
NC486284,108
NC486285,108
NC486286,108
NC486287,108
NC486288,108
NC486289,108
NC487280,107+108
NC487281,108
NC487282,108
NC487283,108
NC487284,108
NC487285,108
NC487286,108
NC487287,108
NC487288,108
NC487289,108
NC488280,107+108
NC488281,107+108
NC488282,107+108
NC488283,108
NC488284,108
NC488285,108
NC488286,108
NC488287,108
NC488288,108
NC488289,108
NC489282,107+108
NC489283,107+108
NC489284,108
NC489285,108
NC489286,108
NC489287,108
NC489288,108
NC489289,108
NC4829,108
NC4928,107+108
NC490283,107+108
NC490284,107+108
NC490285,108
NC490286,108
NC490287,108
NC490288,108
NC490289,108
NC491284,107+108
NC491285,107+108
NC491286,108
NC491287,108
NC491288,108
NC491289,108
NC492285,107+108
NC492286,107+108
NC492287,107+108
NC492288,108
NC492289,108
NC493287,107+108
NC493288,107+108
NC493289,108
NC494288,107+108
NC494289,107+108
NC495289,107+108
NC496289,107+108
NC498280,107+108
NC499280,107+108
NC499281,107+108
NC499282,107+108
NC4929,107+108
NC490290,108
NC490291,108
NC490292,108
NC490293,108
NC490294,108
NC490295,108
NC490296,108
NC490297,108
NC490298,108
NC490299,108
NC491290,108
NC491291,108
NC491292,108
NC491293,108
NC491294,108
NC491295,108
NC491296,108
NC491297,108
NC491298,108
NC491299,108
NC492290,108
NC492291,108
NC492292,108
NC492293,108
NC492294,108
NC492295,108
NC492296,108
NC492297,108
NC492298,108
NC492299,108
NC493290,108
NC493291,108
NC493292,108
NC493293,108
NC493294,108
NC493295,108
NC493296,108
NC493297,108
NC493298,108
NC493299,108
NC494290,108
NC494291,108
NC494292,108
NC494293,108
NC494294,108
NC494295,108
NC494296,108
NC494297,108
NC494298,108
NC494299,108
NC495290,108
NC495291,108
NC495292,108
NC495293,108
NC495294,108
NC495295,108
NC495296,108
NC495297,108
NC495298,108
NC495299,108
NC496290,107+108
NC496291,108
NC496292,108
NC496293,108
NC496294,108
NC496295,108
NC496296,108
NC496297,108
NC496298,108
NC496299,108
NC497290,107+108
NC497291,107+108
NC497292,108
NC497293,108
NC497294,108
NC497295,108
NC497296,108
NC497297,108
NC497298,108
NC497299,108
NC498291,107+108
NC498292,108
NC498293,108
NC498294,108
NC498295,108
NC498296,108
NC498297,108
NC498298,108
NC498299,108
NC499291,107+108
NC499292,107+108
NC499293,108
NC499294,108
NC499295,108
NC499296,108
NC499297,108
NC499298,108
NC499299,108
NC43,107+108
NC43SW,107+108
NC43NW,107+108
NC43SE,107+108
NC43NE,107+108
NC43C,107+108
NC4034,107+108
NC400349,107+108
NC401349,107+108
NC402349,107+108
NC403348,107+108
NC403349,107+108
NC404348,107+108
NC404349,108
NC405348,107+108
NC405349,108
NC406347,107+108
NC406348,107+108
NC406349,108
NC407347,107+108
NC407348,107+108
NC407349,108
NC408347,107+108
NC408348,108
NC408349,108
NC409347,107+108
NC409348,108
NC409349,108
NC4035,107+108
NC400350,107+108
NC400351,107+108
NC400352,107+108
NC400353,107+108
NC400354,107+108
NC400355,107+108
NC400356,107+108
NC400357,107+108
NC401350,108
NC401351,108
NC401352,108
NC401353,108
NC401354,108
NC401355,108
NC401356,108
NC401357,107+108
NC401358,107+108
NC402350,108
NC402351,108
NC402352,108
NC402353,108
NC402354,108
NC402355,108
NC402356,108
NC402357,108
NC402358,107+108
NC402359,107+108
NC403350,108
NC403351,108
NC403352,108
NC403353,108
NC403354,108
NC403355,108
NC403356,108
NC403357,108
NC403358,108
NC403359,107+108
NC404350,108
NC404351,108
NC404352,108
NC404353,108
NC404354,108
NC404355,108
NC404356,108
NC404357,108
NC404358,108
NC404359,107+108
NC405350,108
NC405351,108
NC405352,108
NC405353,108
NC405354,108
NC405355,108
NC405356,108
NC405357,108
NC405358,108
NC405359,107+108
NC406350,108
NC406351,108
NC406352,108
NC406353,108
NC406354,108
NC406355,108
NC406356,108
NC406357,108
NC406358,108
NC406359,107+108
NC407350,108
NC407351,108
NC407352,108
NC407353,108
NC407354,108
NC407355,108
NC407356,108
NC407357,108
NC407358,108
NC407359,107+108
NC408350,108
NC408351,108
NC408352,108
NC408353,108
NC408354,108
NC408355,108
NC408356,108
NC408357,108
NC408358,108
NC408359,108
NC409350,108
NC409351,108
NC409352,108
NC409353,108
NC409354,108
NC409355,108
NC409356,108
NC409357,108
NC409358,108
NC409359,108
NC4134,107+108
NC410347,107+108
NC410348,108
NC410349,108
NC411346,107+108
NC411347,107+108
NC411348,108
NC411349,108
NC412343,107+108
NC412344,107+108
NC412345,107+108
NC412346,107+108
NC412347,108
NC412348,108
NC412349,108
NC413341,107+108
NC413342,107+108
NC413343,107+108
NC413344,108
NC413345,108
NC413346,108
NC413347,108
NC413348,108
NC413349,108
NC414341,107+108
NC414342,108
NC414343,108
NC414344,108
NC414345,108
NC414346,108
NC414347,108
NC414348,108
NC414349,108
NC415341,107+108
NC415342,107+108
NC415343,108
NC415344,108
NC415345,108
NC415346,108
NC415347,108
NC415348,108
NC415349,108
NC416342,107+108
NC416343,108
NC416344,108
NC416345,108
NC416346,108
NC416347,108
NC416348,108
NC416349,108
NC417342,107+108
NC417343,107+108
NC417344,108
NC417345,108
NC417346,108
NC417347,108
NC417348,108
NC417349,108
NC418343,107+108
NC418344,108
NC418345,108
NC418346,108
NC418347,108
NC418348,108
NC418349,108
NC419342,107+108
NC419343,107+108
NC419344,108
NC419345,108
NC419346,108
NC419347,108
NC419348,108
NC419349,108
NC4135,108
NC43D,107+108
NC4036,107+108
NC405364,107+108
NC405365,107+108
NC405366,107+108
NC405367,107+108
NC405368,107+108
NC405369,107+108
NC406364,107+108
NC406365,108
NC406366,108
NC406367,108
NC406368,108
NC406369,108
NC407360,107+108
NC407361,107+108
NC407362,107+108
NC407364,107+108
NC407365,108
NC407366,108
NC407367,108
NC407368,108
NC407369,108
NC408360,108
NC408361,107+108
NC408362,107+108
NC408363,107+108
NC408364,107+108
NC408365,108
NC408366,108
NC408367,108
NC408368,108
NC408369,108
NC409360,108
NC409361,108
NC409362,108
NC409363,108
NC409364,108
NC409365,108
NC409366,108
NC409367,108
NC409368,108
NC409369,108
NC4037,107+108
NC404374,107+108
NC405370,107+108
NC405371,107+108
NC405372,107+108
NC405373,107+108
NC405374,107+108
NC405375,107+108
NC405376,107+108
NC405379,107+108
NC406370,108
NC406371,108
NC406372,108
NC406373,108
NC406374,108
NC406375,108
NC406376,107+108
NC406377,107+108
NC406378,107+108
NC406379,107+108
NC407370,108
NC407371,108
NC407372,108
NC407373,108
NC407374,108
NC407375,108
NC407376,108
NC407377,108
NC407378,108
NC407379,108
NC408370,108
NC408371,108
NC408372,108
NC408373,108
NC408374,108
NC408375,108
NC408376,108
NC408377,108
NC408378,108
NC408379,108
NC409370,108
NC409371,108
NC409372,108
NC409373,108
NC409374,108
NC409375,108
NC409376,108
NC409377,108
NC409378,108
NC409379,108
NC4136,108
NC4137,108
NC43E,107+108
NC4038,107+108
NC400385,107+108
NC400386,107+108
NC400387,107+108
NC400388,107+108
NC400389,107+108
NC401384,107+108
NC401385,107+108
NC401386,108
NC401387,108
NC401388,107+108
NC401389,107+108
NC402383,107+108
NC402384,107+108
NC402385,108
NC402386,108
NC402387,108
NC402388,108
NC402389,108
NC403382,107+108
NC403383,107+108
NC403384,108
NC403385,108
NC403386,108
NC403387,108
NC403388,108
NC403389,108
NC404381,107+108
NC404382,107+108
NC404383,108
NC404384,108
NC404385,108
NC404386,108
NC404387,108
NC404388,108
NC404389,108
NC405380,107+108
NC405381,107+108
NC405382,108
NC405383,108
NC405384,108
NC405385,108
NC405386,108
NC405387,108
NC405388,108
NC405389,108
NC406380,108
NC406381,108
NC406382,108
NC406383,108
NC406384,108
NC406385,108
NC406386,108
NC406387,108
NC406388,108
NC406389,108
NC407380,108
NC407381,108
NC407382,108
NC407383,108
NC407384,108
NC407385,108
NC407386,108
NC407387,108
NC407388,108
NC407389,108
NC408380,108
NC408381,108
NC408382,108
NC408383,108
NC408384,108
NC408385,108
NC408386,108
NC408387,108
NC408388,108
NC408389,108
NC409380,108
NC409381,108
NC409382,108
NC409383,108
NC409384,108
NC409385,108
NC409386,108
NC409387,108
NC409388,108
NC409389,108
NC4039,107+108
NC400390,107+108
NC400391,108
NC400392,108
NC400393,108
NC400394,108
NC400395,108
NC400396,108
NC400397,108
NC400398,108
NC400399,108
NC401390,108
NC401391,108
NC401392,108
NC401393,108
NC401394,108
NC401395,108
NC401396,108
NC401397,108
NC401398,108
NC401399,108
NC402390,108
NC402391,108
NC402392,108
NC402393,108
NC402394,108
NC402395,108
NC402396,108
NC402397,108
NC402398,108
NC402399,108
NC403390,108
NC403391,108
NC403392,108
NC403393,108
NC403394,108
NC403395,108
NC403396,108
NC403397,108
NC403398,108
NC403399,108
NC404390,108
NC404391,108
NC404392,108
NC404393,108
NC404394,108
NC404395,108
NC404396,108
NC404397,108
NC404398,108
NC404399,108
NC405390,108
NC405391,108
NC405392,108
NC405393,108
NC405394,108
NC405395,108
NC405396,108
NC405397,108
NC405398,108
NC405399,108
NC406390,108
NC406391,108
NC406392,108
NC406393,108
NC406394,108
NC406395,108
NC406396,108
NC406397,108
NC406398,108
NC406399,108
NC407390,108
NC407391,108
NC407392,108
NC407393,108
NC407394,108
NC407395,108
NC407396,108
NC407397,108
NC407398,108
NC407399,108
NC408390,108
NC408391,108
NC408392,108
NC408393,108
NC408394,108
NC408395,108
NC408396,108
NC408397,108
NC408398,108
NC408399,108
NC409390,108
NC409391,108
NC409392,108
NC409393,108
NC409394,108
NC409395,108
NC409396,108
NC409397,108
NC409398,108
NC409399,108
NC4138,108
NC4139,108
NC43H,107+108
NC4234,107+108
NC420342,107+108
NC420343,108
NC420344,108
NC420345,108
NC420346,108
NC420347,108
NC420348,108
NC420349,108
NC421342,107+108
NC421343,108
NC421344,108
NC421345,108
NC421346,108
NC421347,108
NC421348,108
NC421349,108
NC422342,107+108
NC422343,108
NC422344,108
NC422345,108
NC422346,108
NC422347,108
NC422348,108
NC422349,108
NC423342,107+108
NC423343,108
NC423344,108
NC423345,108
NC423346,108
NC423347,108
NC423348,108
NC423349,108
NC424342,107+108
NC424343,108
NC424344,108
NC424345,108
NC424346,108
NC424347,108
NC424348,108
NC424349,108
NC425342,107+108
NC425343,107+108
NC425344,107+108
NC425345,108
NC425346,108
NC425347,108
NC425348,108
NC425349,108
NC426344,107+108
NC426345,107+108
NC426346,108
NC426347,108
NC426348,108
NC426349,108
NC427345,107+108
NC427346,108
NC427347,108
NC427348,108
NC427349,108
NC428345,107+108
NC428346,107+108
NC428347,108
NC428348,108
NC428349,108
NC429346,107+108
NC429347,108
NC429348,108
NC429349,108
NC4235,108
NC4334,107+108
NC430346,107+108
NC430347,107+108
NC430348,108
NC430349,108
NC431346,107+108
NC431347,107+108
NC431348,108
NC431349,108
NC432346,107+108
NC432347,107+108
NC432348,108
NC432349,108
NC433347,107+108
NC433348,107+108
NC433349,107+108
NC434349,107+108
NC4335,107+108
NC430350,108
NC430351,108
NC430352,108
NC430353,108
NC430354,108
NC430355,108
NC430356,108
NC430357,108
NC430358,108
NC430359,108
NC431350,108
NC431351,108
NC431352,108
NC431353,108
NC431354,108
NC431355,108
NC431356,108
NC431357,108
NC431358,108
NC431359,108
NC432350,108
NC432351,108
NC432352,108
NC432353,108
NC432354,108
NC432355,108
NC432356,108
NC432357,108
NC432358,108
NC432359,108
NC433350,108
NC433351,108
NC433352,108
NC433353,108
NC433354,108
NC433355,108
NC433356,108
NC433357,108
NC433358,108
NC433359,108
NC434350,107+108
NC434351,108
NC434352,108
NC434353,108
NC434354,108
NC434355,108
NC434356,108
NC434357,108
NC434358,108
NC434359,108
NC435350,107+108
NC435351,107+108
NC435352,108
NC435353,108
NC435354,108
NC435355,108
NC435356,108
NC435357,108
NC435358,108
NC435359,108
NC436351,107+108
NC436352,107+108
NC436353,107+108
NC436354,108
NC436355,108
NC436356,108
NC436357,108
NC436358,108
NC436359,108
NC437353,107+108
NC437354,108
NC437355,108
NC437356,108
NC437357,108
NC437358,108
NC437359,108
NC438353,107+108
NC438354,108
NC438355,108
NC438356,108
NC438357,108
NC438358,108
NC438359,108
NC439353,107+108
NC439354,108
NC439355,108
NC439356,108
NC439357,108
NC439358,108
NC439359,108
NC43I,108
NC43J,108
NC43L,107+108
NC4532,107+108
NC459328,107+108
NC459329,107+108
NC4533,107+108
NC456332,107+108
NC456333,107+108
NC456334,107+108
NC456335,107+108
NC456339,107+108
NC457331,107+108
NC457332,107+108
NC457333,108
NC457334,108
NC457335,107+108
NC457336,107+108
NC457337,107+108
NC457338,107+108
NC457339,107+108
NC458330,107+108
NC458331,107+108
NC458332,108
NC458333,108
NC458334,108
NC458335,108
NC458336,107+108
NC458337,108
NC458338,108
NC458339,108
NC459330,107+108
NC459331,108
NC459332,108
NC459333,108
NC459334,108
NC459335,108
NC459336,108
NC459337,108
NC459338,108
NC459339,108
NC43M,107+108
NC4435,107+108
NC440353,107+108
NC440354,108
NC440355,108
NC440356,108
NC440357,108
NC440358,108
NC440359,108
NC441352,107+108
NC441353,107+108
NC441354,108
NC441355,108
NC441356,108
NC441357,108
NC441358,108
NC441359,108
NC442352,107+108
NC442353,108
NC442354,108
NC442355,108
NC442356,108
NC442357,108
NC442358,108
NC442359,108
NC443352,107+108
NC443353,108
NC443354,108
NC443355,108
NC443356,108
NC443357,108
NC443358,108
NC443359,108
NC444352,107+108
NC444353,108
NC444354,108
NC444355,108
NC444356,108
NC444357,108
NC444358,108
NC444359,108
NC445351,107+108
NC445352,107+108
NC445353,108
NC445354,108
NC445355,108
NC445356,108
NC445357,108
NC445358,108
NC445359,108
NC446351,107+108
NC446352,108
NC446353,108
NC446354,108
NC446355,108
NC446356,108
NC446357,108
NC446358,108
NC446359,108
NC447351,107+108
NC447352,108
NC447353,108
NC447354,108
NC447355,108
NC447356,108
NC447357,108
NC447358,108
NC447359,108
NC448351,107+108
NC448352,108
NC448353,108
NC448354,108
NC448355,108
NC448356,108
NC448357,108
NC448358,108
NC448359,108
NC449351,107+108
NC449352,108
NC449353,108
NC449354,108
NC449355,108
NC449356,108
NC449357,108
NC449358,108
NC449359,108
NC4534,107+108
NC454343,107+108
NC454344,107+108
NC454345,107+108
NC454346,107+108
NC454347,107+108
NC454348,107+108
NC454349,107+108
NC455340,107+108
NC455341,107+108
NC455342,107+108
NC455343,107+108
NC455344,108
NC455345,108
NC455346,108
NC455347,108
NC455348,108
NC455349,108
NC456340,107+108
NC456341,108
NC456342,108
NC456343,108
NC456344,108
NC456345,108
NC456346,108
NC456347,108
NC456348,108
NC456349,108
NC457340,108
NC457341,108
NC457342,108
NC457343,108
NC457344,108
