NU,0+67+68
NT862422,68+81
NT862423,68+81
NT863420,68+81
NT863421,68
NT863422,68
NT863423,68+81
NT863424,68+81
NT863425,68+81
NT864420,68
NT864421,68
NT864422,68
NT864423,68
NT864424,68
NT864425,68+81
NT864426,68+81
NT865420,68
NT865421,68
NT865422,68
NT865423,68
NT865424,68
NT865425,68
NT865426,68+81
NT865427,68+81
NT866420,68
NT866421,68
NT866422,68
NT866423,68
NT866424,68
NT866425,68
NT866426,68
NT866427,68+81
NT866428,68+81
NT867420,68
NT867421,68
NT867422,68
NT867423,68
NT867424,68
NT867425,68
NT867426,68
NT867427,68
NT867428,68+81
NT867429,68+81
NT868420,68
NT868421,68
NT868422,68
NT868423,68
NT868424,68
NT868425,68
NT868426,68
NT868427,68
NT868428,68
NT868429,68+81
NT869420,68
NT869421,68
NT869422,68
NT869423,68
NT869424,68
NT869425,68
NT869426,68
NT869427,68
NT869428,68
NT869429,68+81
NT8643,68+81
NT869430,68+81
NT869431,68+81
NT869432,68+81
NT869433,68+81
NT8742,68
NT8743,68+81
NT870430,68
NT870431,68
NT870432,68
NT870433,68+81
NT870434,68+81
NT870435,68+81
NT871430,68
NT871431,68
NT871432,68
NT871433,68
NT871434,68
NT871435,68+81
NT871436,68+81
NT872430,68
NT872431,68
NT872432,68
NT872433,68
NT872434,68
NT872435,68
NT872436,68+81
NT872437,68+81
NT873430,68
NT873431,68
NT873432,68
NT873433,68
NT873434,68
NT873435,68
NT873436,68
NT873437,68+81
NT874430,68
NT874431,68
NT874432,68
NT874433,68
NT874434,68
NT874435,68
NT874436,68
NT874437,68+81
NT875430,68
NT875431,68
NT875432,68
NT875433,68
NT875434,68
NT875435,68
NT875436,68
NT875437,68+81
NT875438,68+81
NT876430,68
NT876431,68
NT876432,68
NT876433,68
NT876434,68
NT876435,68
NT876436,68
NT876437,68
NT876438,68+81
NT876439,68+81
NT877430,68
NT877431,68
NT877432,68
NT877433,68
NT877434,68
NT877435,68
NT877436,68
NT877437,68
NT877438,68
NT877439,68+81
NT878430,68
NT878431,68
NT878432,68
NT878433,68
NT878434,68
NT878435,68
NT878436,68
NT878437,68
NT878438,68
NT878439,68
NT879430,68
NT879431,68
NT879432,68
NT879433,68
NT879434,68
NT879435,68
NT879436,68
NT879437,68
NT879438,68
NT879439,68
NT84S,68+81
NT8744,68+81
NT877440,68+81
NT877441,68+81
NT878440,68
NT878441,68+81
NT878442,68+81
NT878443,68+81
NT878444,68+81
NT879440,68
NT879441,68
NT879442,68
NT879443,68
NT879444,68+81
NT879445,68+81
NT879446,68+81
NT84V,68
NT84W,68
NT84X,68+81
NT8844,68+81
NT880440,68
NT880441,68
NT880442,68
NT880443,68
NT880444,68
NT880445,68
NT880446,68+81
NT880447,68+81
NT881440,68
NT881441,68
NT881442,68
NT881443,68
NT881444,68
NT881445,68
NT881446,68
NT881447,68+81
NT882440,68
NT882441,68
NT882442,68
NT882443,68
NT882444,68
NT882445,68
NT882446,68
NT882447,68+81
NT882448,68+81
NT883440,68
NT883441,68
NT883442,68
NT883443,68
NT883444,68
NT883445,68
NT883446,68
NT883447,68
NT883448,68+81
NT883449,68+81
NT884440,68
NT884441,68
NT884442,68
NT884443,68
NT884444,68
NT884445,68
NT884446,68
NT884447,68
NT884448,68
NT884449,68
NT885440,68
NT885441,68
NT885442,68
NT885443,68
NT885444,68
NT885445,68
NT885446,68
NT885447,68
NT885448,68
NT885449,68
NT886440,68
NT886441,68
NT886442,68
NT886443,68
NT886444,68
NT886445,68
NT886446,68
NT886447,68
NT886448,68
NT886449,68
NT887440,68
NT887441,68
NT887442,68
NT887443,68
NT887444,68
NT887445,68
NT887446,68
NT887447,68
NT887448,68
NT887449,68
NT888440,68
NT888441,68
NT888442,68
NT888443,68
NT888444,68
NT888445,68
NT888446,68
NT888447,68
NT888448,68
NT888449,68
NT889440,68
NT889441,68
NT889442,68
NT889443,68
NT889444,68
NT889445,68
NT889446,68
NT889447,68
NT889448,68
NT889449,68
NT8845,68+81
NT883450,68+81
NT883451,68+81
NT883452,68+81
NT884450,68
NT884451,68
NT884452,68+81
NT884453,68+81
NT885450,68
NT885451,68
NT885452,68
NT885453,68+81
NT885454,68+81
NT886450,68
NT886451,68
NT886452,68
NT886453,68
NT886454,68+81
NT886455,68+81
NT887450,68
NT887451,68
NT887452,68
NT887453,68
NT887454,68
NT887455,68+81
NT888450,68
NT888451,68
NT888452,68
NT888453,68
NT888454,68
NT888455,68+81
NT889450,68
NT889451,68
NT889452,68
NT889453,68
NT889454,68
NT889455,68+81
NT889456,68+81
NT8944,68
NT8945,68+81
NT890450,68
NT890451,68
NT890452,68
NT890453,68
NT890454,68
NT890455,68
NT890456,68+81
NT891450,68
NT891451,68
NT891452,68
NT891453,68
NT891454,68
NT891455,68
NT891456,68+81
NT892450,68
NT892451,68
NT892452,68
NT892453,68
NT892454,68
NT892455,68
NT892456,68+81
NT892457,68+81
NT893450,68
NT893451,68
NT893452,68
NT893453,68
NT893454,68
NT893455,68
NT893456,68
NT893457,68+81
NT894450,68
NT894451,68
NT894452,68
NT894453,68
NT894454,68
NT894455,68
NT894456,68
NT894457,68+81
NT895450,68
NT895451,68
NT895452,68
NT895453,68
NT895454,68
NT895455,68
NT895456,68
NT895457,68+81
NT895458,68+81
NT896450,68
NT896451,68
NT896452,68
NT896453,68
NT896454,68
NT896455,68
NT896456,68
NT896457,68
NT896458,68+81
NT896459,68+81
NT897450,68
NT897451,68
NT897452,68
NT897453,68
NT897454,68
NT897455,68
NT897456,68
NT897457,68
NT897458,68
NT897459,68
NT898450,68
NT898451,68
NT898452,68
NT898453,68
NT898454,68
NT898455,68
NT898456,68
NT898457,68
NT898458,68
NT898459,68
NT899450,68
NT899451,68
NT899452,68
NT899453,68
NT899454,68
NT899455,68
NT899456,68
NT899457,68
NT899458,68
NT899459,68
NT84Y,68+81
NT8846,68+81
NT889469,68+81
NT8847,68+81
NT889470,68+81
NT889471,68+81
NT889472,68+81
NT8946,68+81
NT890466,68+81
NT890467,68+81
NT890468,68+81
NT890469,68+81
NT891464,68+81
NT891465,68+81
NT891466,68+81
NT891467,68
NT891468,68
NT891469,68
NT892463,68+81
NT892464,68+81
NT892465,68
NT892466,68
NT892467,68
NT892468,68
NT892469,68
NT893462,68+81
NT893463,68+81
NT893464,68
NT893465,68
NT893466,68
NT893467,68
NT893468,68
NT893469,68
NT894461,68+81
NT894462,68+81
NT894463,68
NT894464,68
NT894465,68
NT894466,68
NT894467,68
NT894468,68
NT894469,68
NT895460,68+81
NT895461,68+81
NT895462,68
NT895463,68
NT895464,68
NT895465,68
NT895466,68
NT895467,68
NT895468,68
NT895469,68
NT896460,68+81
NT896461,68
NT896462,68
NT896463,68
NT896464,68
NT896465,68
NT896466,68
NT896467,68
NT896468,68
NT896469,68
NT897460,68
NT897461,68
NT897462,68
NT897463,68
NT897464,68
NT897465,68
NT897466,68
NT897467,68
NT897468,68
NT897469,68
NT898460,68
NT898461,68
NT898462,68
NT898463,68
NT898464,68
NT898465,68
NT898466,68
NT898467,68
NT898468,68
NT898469,68
NT899460,68
NT899461,68
NT899462,68
NT899463,68
NT899464,68
NT899465,68
NT899466,68
NT899467,68
NT899468,68
NT899469,68
NT8947,68+81
NT890470,68
NT890471,68
NT890472,68+81
NT890473,68+81
NT890474,68+81
NT891470,68
NT891471,68
NT891472,68
NT891473,68
NT891474,68+81
NT892470,68
NT892471,68
NT892472,68
NT892473,68
NT892474,68+81
NT892475,68+81
NT893470,68
NT893471,68
NT893472,68
NT893473,68
NT893474,68
NT893475,68+81
NT893476,68+81
NT894470,68
NT894471,68
NT894472,68
NT894473,68
NT894474,68
NT894475,68
NT894476,68+81
NT895470,68
NT895471,68
NT895472,68
NT895473,68
NT895474,68
NT895475,68
NT895476,68+81
NT896470,68
NT896471,68
NT896472,68
NT896473,68
NT896474,68
NT896475,68
NT896476,68+81
NT896477,68+81
NT897470,68
NT897471,68
NT897472,68
NT897473,68
NT897474,68
NT897475,68
NT897476,68
NT897477,68+81
NT898470,68
NT898471,68
NT898472,68
NT898473,68
NT898474,68
NT898475,68
NT898476,68
NT898477,68+81
NT899470,68
NT899471,68
NT899472,68
NT899473,68
NT899474,68
NT899475,68
NT899476,68
NT899477,68+81
NT90,67+68
NT90SW,67+68
NT90NW,67+68
NT90SE,67+68
NT90NE,68
NT90C,67+68
NT9105,67+68
NT919057,67+68
NT919058,67+68
NT919059,67+68
NT90D,67+68
NT9006,67+68
NT900061,67+68
NT900062,67+68
NT900063,68
NT900064,68
NT900065,68
NT900066,68
NT900067,68
NT900068,68
NT900069,68
NT901061,67+68
NT901062,68
NT901063,68
NT901064,68
NT901065,68
NT901066,68
NT901067,68
NT901068,68
NT901069,68
NT902061,67+68
NT902062,68
NT902063,68
NT902064,68
NT902065,68
NT902066,68
NT902067,68
NT902068,68
NT902069,68
NT903061,67+68
NT903062,67+68
NT903063,68
NT903064,68
NT903065,68
NT903066,68
NT903067,68
NT903068,68
NT903069,68
NT904062,67+68
NT904063,67+68
NT904064,68
NT904065,68
NT904066,68
NT904067,68
NT904068,68
NT904069,68
NT905063,67+68
NT905064,68
NT905065,68
NT905066,68
NT905067,68
NT905068,68
NT905069,68
NT906062,67+68
NT906063,67+68
NT906064,68
NT906065,68
NT906066,68
NT906067,68
NT906068,68
NT906069,68
NT907062,67+68
NT907063,68
NT907064,68
NT907065,68
NT907066,68
NT907067,68
NT907068,68
NT907069,68
NT908062,67+68
NT908063,68
NT908064,68
NT908065,68
NT908066,68
NT908067,68
NT908068,68
NT908069,68
NT909062,67+68
NT909063,68
NT909064,68
NT909065,68
NT909066,68
NT909067,68
NT909068,68
NT909069,68
NT9007,68
NT9106,67+68
NT910062,67+68
NT910063,68
NT910064,68
NT910065,68
NT910066,68
NT910067,68
NT910068,68
NT910069,68
NT911061,67+68
NT911062,67+68
NT911063,68
NT911064,68
NT911065,68
NT911066,68
NT911067,68
NT911068,68
NT911069,68
NT912061,67+68
NT912062,67+68
NT912063,68
NT912064,68
NT912065,68
NT912066,68
NT912067,68
NT912068,68
NT912069,68
NT913062,67+68
NT913063,68
NT913064,68
NT913065,68
NT913066,68
NT913067,68
NT913068,68
NT913069,68
NT914062,67+68
NT914063,68
NT914064,68
NT914065,68
NT914066,68
NT914067,68
NT914068,68
NT914069,68
NT915062,67+68
NT915063,68
NT915064,68
NT915065,68
NT915066,68
NT915067,68
NT915068,68
NT915069,68
NT916061,67+68
NT916062,67+68
NT916063,68
NT916064,68
NT916065,68
NT916066,68
NT916067,68
NT916068,68
NT916069,68
NT917060,67+68
NT917061,67+68
NT917062,68
NT917063,68
NT917064,68
NT917065,68
NT917066,68
NT917067,68
NT917068,68
NT917069,68
NT918060,67+68
NT918061,68
NT918062,68
NT918063,68
NT918064,68
NT918065,68
NT918066,68
NT918067,68
NT918068,68
NT918069,68
NT919060,67+68
NT919061,68
NT919062,68
NT919063,68
NT919064,68
NT919065,68
NT919066,68
NT919067,68
NT919068,68
NT919069,68
NT9107,68
NT90E,68
NT90H,67+68
NT9204,67+68
NT928048,67+68
NT928049,67+68
NT929048,67+68
NT929049,67+68
NT9205,67+68
NT920056,67+68
NT920057,67+68
NT920058,68
NT920059,68
NT921056,67+68
NT921057,68
NT921058,68
NT921059,68
NT922056,67+68
NT922057,68
NT922058,68
NT922059,68
NT923055,67+68
NT923056,67+68
NT923057,68
NT923058,68
NT923059,68
NT924055,67+68
NT924056,68
NT924057,68
NT924058,68
NT924059,68
NT925054,67+68
NT925055,67+68
NT925056,68
NT925057,68
NT925058,68
NT925059,68
NT926052,67+68
NT926053,67+68
NT926054,67+68
NT926055,68
NT926056,68
NT926057,68
NT926058,68
NT926059,68
NT927050,67+68
NT927051,67+68
NT927052,67+68
NT927053,68
NT927054,68
NT927055,68
NT927056,68
NT927057,68
NT927058,68
NT927059,68
NT928050,67+68
NT928051,68
NT928052,68
NT928053,68
NT928054,68
NT928055,68
NT928056,68
NT928057,68
NT928058,68
NT928059,68
NT929050,67+68
NT929051,68
NT929052,68
NT929053,68
NT929054,68
NT929055,68
NT929056,68
NT929057,68
NT929058,68
NT929059,68
NT9304,67+68
NT933049,67+68
NT934048,67+68
NT934049,67+68
NT935047,67+68
NT935048,67+68
NT935049,68
NT936047,67+68
NT936048,68
NT936049,68
NT937046,67+68
NT937047,67+68
NT937048,68
NT937049,68
NT938046,67+68
NT938047,68
NT938048,68
NT938049,68
NT939045,67+68
NT939046,67+68
NT939047,68
NT939048,68
NT939049,68
NT9305,67+68
NT930050,67+68
NT930051,68
NT930052,68
NT930053,68
NT930054,68
NT930055,68
NT930056,68
NT930057,68
NT930058,68
NT930059,68
NT931050,67+68
NT931051,68
NT931052,68
NT931053,68
NT931054,68
NT931055,68
NT931056,68
NT931057,68
NT931058,68
NT931059,68
NT932050,67+68
NT932051,68
NT932052,68
NT932053,68
NT932054,68
NT932055,68
NT932056,68
NT932057,68
NT932058,68
NT932059,68
NT933050,67+68
NT933051,68
NT933052,68
NT933053,68
NT933054,68
NT933055,68
NT933056,68
NT933057,68
NT933058,68
NT933059,68
NT934050,68
NT934051,68
NT934052,68
NT934053,68
NT934054,68
NT934055,68
NT934056,68
NT934057,68
NT934058,68
NT934059,68
NT935050,68
NT935051,68
NT935052,68
NT935053,68
NT935054,68
NT935055,68
NT935056,68
NT935057,68
NT935058,68
NT935059,68
NT936050,68
NT936051,68
NT936052,68
NT936053,68
NT936054,68
NT936055,68
NT936056,68
NT936057,68
NT936058,68
NT936059,68
NT937050,68
NT937051,68
NT937052,68
NT937053,68
NT937054,68
NT937055,68
NT937056,68
NT937057,68
NT937058,68
NT937059,68
NT938050,68
NT938051,68
NT938052,68
NT938053,68
NT938054,68
NT938055,68
NT938056,68
NT938057,68
NT938058,68
NT938059,68
NT939050,68
NT939051,68
NT939052,68
NT939053,68
NT939054,68
NT939055,68
NT939056,68
NT939057,68
NT939058,68
NT939059,68
NT90I,68
NT90J,68
NT90L,67+68
NT9502,67+68
NT957028,67+68
NT957029,67+68
NT958028,67+68
NT958029,68
NT959023,67+68
NT959024,67+68
NT959025,67+68
NT959026,67+68
NT959027,67+68
NT959028,67+68
NT959029,68
NT9503,67+68
NT954037,67+68
NT954038,67+68
NT954039,67+68
NT955036,67+68
NT955037,67+68
NT955038,68
NT955039,68
NT956034,67+68
NT956035,67+68
NT956036,67+68
NT956037,68
NT956038,68
NT956039,68
NT957030,67+68
NT957031,67+68
NT957032,67+68
NT957033,67+68
NT957034,67+68
NT957035,68
NT957036,68
NT957037,68
NT957038,68
NT957039,68
NT958030,68
NT958031,68
NT958032,68
NT958033,68
NT958034,68
NT958035,68
NT958036,68
NT958037,68
NT958038,68
NT958039,68
NT959030,68
NT959031,68
NT959032,68
NT959033,68
NT959034,68
NT959035,68
NT959036,68
NT959037,68
NT959038,68
NT959039,68
NT90M,67+68
NT9404,67+68
NT940045,67+68
NT940046,68
NT940047,68
NT940048,68
NT940049,68
NT941044,67+68
NT941045,67+68
NT941046,68
NT941047,68
NT941048,68
NT941049,68
NT942043,67+68
NT942044,67+68
NT942045,68
NT942046,68
NT942047,68
NT942048,68
NT942049,68
NT943043,67+68
NT943044,68
NT943045,68
NT943046,68
NT943047,68
NT943048,68
NT943049,68
NT944042,67+68
NT944043,67+68
NT944044,68
NT944045,68
NT944046,68
NT944047,68
NT944048,68
NT944049,68
NT945042,67+68
NT945043,68
NT945044,68
NT945045,68
NT945046,68
NT945047,68
NT945048,68
NT945049,68
NT946042,67+68
NT946043,68
NT946044,68
NT946045,68
NT946046,68
NT946047,68
NT946048,68
NT946049,68
NT947041,67+68
NT947042,67+68
NT947043,68
NT947044,68
NT947045,68
NT947046,68
NT947047,68
NT947048,68
NT947049,68
NT948041,67+68
NT948042,68
NT948043,68
NT948044,68
NT948045,68
NT948046,68
NT948047,68
NT948048,68
NT948049,68
NT949041,67+68
NT949042,68
NT949043,68
NT949044,68
NT949045,68
NT949046,68
NT949047,68
NT949048,68
NT949049,68
NT9405,68
NT9504,67+68
NT950040,67+68
NT950041,67+68
NT950042,68
NT950043,68
NT950044,68
NT950045,68
NT950046,68
NT950047,68
NT950048,68
NT950049,68
NT951040,67+68
NT951041,68
NT951042,68
NT951043,68
NT951044,68
NT951045,68
NT951046,68
NT951047,68
NT951048,68
NT951049,68
NT952040,67+68
NT952041,68
NT952042,68
NT952043,68
NT952044,68
NT952045,68
NT952046,68
NT952047,68
NT952048,68
NT952049,68
NT953040,67+68
NT953041,68
NT953042,68
NT953043,68
NT953044,68
NT953045,68
NT953046,68
NT953047,68
NT953048,68
NT953049,68
NT954040,67+68
NT954041,68
NT954042,68
NT954043,68
NT954044,68
NT954045,68
NT954046,68
NT954047,68
NT954048,68
NT954049,68
NT955040,68
NT955041,68
NT955042,68
NT955043,68
NT955044,68
NT955045,68
NT955046,68
NT955047,68
NT955048,68
NT955049,68
NT956040,68
NT956041,68
NT956042,68
NT956043,68
NT956044,68
NT956045,68
NT956046,68
NT956047,68
NT956048,68
NT956049,68
NT957040,68
NT957041,68
NT957042,68
NT957043,68
NT957044,68
NT957045,68
NT957046,68
NT957047,68
NT957048,68
NT957049,68
NT958040,68
NT958041,68
NT958042,68
NT958043,68
NT958044,68
NT958045,68
NT958046,68
NT958047,68
NT958048,68
NT958049,68
NT959040,68
NT959041,68
NT959042,68
NT959043,68
NT959044,68
NT959045,68
NT959046,68
NT959047,68
NT959048,68
NT959049,68
NT9505,68
NT90N,68
NT90P,68
NT90Q,67+68
NT9600,67+68
NT968008,67+68
NT968009,67+68
NT969000,67+68
NT969001,67+68
NT969002,67+68
NT969003,67+68
NT969004,67+68
NT969005,67+68
NT969006,67+68
NT969007,67+68
NT969008,67+68
NT969009,68
NT9601,67+68
NT964019,67+68
NT965018,67+68
NT965019,67+68
NT966017,67+68
NT966018,67+68
NT966019,68
NT967015,67+68
NT967016,67+68
NT967017,67+68
NT967018,68
NT967019,68
NT968010,67+68
NT968014,67+68
NT968015,67+68
NT968016,68
NT968017,68
NT968018,68
NT968019,68
NT969010,67+68
NT969011,67+68
NT969012,67+68
NT969013,67+68
NT969014,67+68
NT969015,68
NT969016,68
NT969017,68
NT969018,68
NT969019,68
NT9700,67+68
NT970000,67+68
NT970001,68
NT970002,68
NT970003,68
NT970004,68
NT970005,68
NT970006,68
NT970007,68
NT970008,68
NT970009,68
NT971000,67+68
NT971001,67+68
NT971002,68
NT971003,68
NT971004,68
NT971005,68
NT971006,68
NT971007,68
NT971008,68
NT971009,68
NT972001,67+68
NT972002,68
NT972003,68
NT972004,68
NT972005,68
NT972006,68
NT972007,68
NT972008,68
NT972009,68
NT973001,67+68
NT973002,68
NT973003,68
NT973004,68
NT973005,68
NT973006,68
NT973007,68
NT973008,68
NT973009,68
NT974000,67+68
NT974001,67+68
NT974002,68
NT974003,68
NT974004,68
NT974005,68
NT974006,68
NT974007,68
NT974008,68
NT974009,68
NT975000,68
NT975001,68
NT975002,68
NT975003,68
NT975004,68
NT975005,68
NT975006,68
NT975007,68
NT975008,68
NT975009,68
NT976000,67+68
NT976001,68
NT976002,68
NT976003,68
NT976004,68
NT976005,68
NT976006,68
NT976007,68
NT976008,68
NT976009,68
NT977000,67+68
NT977001,67+68
NT977002,68
NT977003,68
NT977004,68
NT977005,68
NT977006,68
NT977007,68
NT977008,68
NT977009,68
NT978001,67+68
NT978002,68
NT978003,68
NT978004,68
NT978005,68
NT978006,68
NT978007,68
NT978008,68
NT978009,68
NT979001,67+68
NT979002,67+68
NT979003,68
NT979004,68
NT979005,68
NT979006,68
NT979007,68
NT979008,68
NT979009,68
NT9701,68
NT90R,67+68
NT9602,67+68
NT960022,67+68
NT960023,67+68
NT960024,68
NT960025,68
NT960026,67+68
NT960027,67+68
NT960028,68
NT960029,68
NT961022,67+68
NT961023,68
NT961024,68
NT961025,68
NT961026,68
NT961027,68
NT961028,68
NT961029,68
NT962021,67+68
NT962022,67+68
NT962023,68
NT962024,68
NT962025,68
NT962026,68
NT962027,68
NT962028,68
NT962029,68
NT963020,67+68
NT963021,67+68
NT963022,68
NT963023,68
NT963024,68
NT963025,68
NT963026,68
NT963027,68
NT963028,68
NT963029,68
NT964020,67+68
NT964021,68
NT964022,68
NT964023,68
NT964024,68
NT964025,68
NT964026,68
NT964027,68
NT964028,68
NT964029,68
NT965020,68
NT965021,68
NT965022,68
NT965023,68
NT965024,68
NT965025,68
NT965026,68
NT965027,68
NT965028,68
NT965029,68
NT966020,68
NT966021,68
NT966022,68
NT966023,68
NT966024,68
NT966025,68
NT966026,68
NT966027,68
NT966028,68
NT966029,68
NT967020,68
NT967021,68
NT967022,68
NT967023,68
NT967024,68
NT967025,68
NT967026,68
NT967027,68
NT967028,68
NT967029,68
NT968020,68
NT968021,68
NT968022,68
NT968023,68
NT968024,68
NT968025,68
NT968026,68
NT968027,68
NT968028,68
NT968029,68
NT969020,68
NT969021,68
NT969022,68
NT969023,68
NT969024,68
NT969025,68
NT969026,68
NT969027,68
NT969028,68
NT969029,68
NT9603,68
NT9702,68
NT9703,68
NT90S,68
NT90T,68
NT90U,68
NT90V,67+68
NT9800,67+68
NT980002,67+68
NT980003,68
NT980004,68
NT980005,68
NT980006,68
NT980007,68
NT980008,68
NT980009,68
NT981001,67+68
NT981002,67+68
NT981003,68
NT981004,68
NT981005,68
NT981006,68
NT981007,68
NT981008,68
NT981009,68
NT982000,67+68
NT982001,67+68
NT982002,68
NT982003,68
NT982004,68
NT982005,68
NT982006,68
NT982007,68
NT982008,68
NT982009,68
NT983000,67+68
NT983001,68
NT983002,68
NT983003,68
NT983004,68
NT983005,68
NT983006,68
NT983007,68
NT983008,68
NT983009,68
NT984000,68
NT984001,68
NT984002,68
NT984003,68
NT984004,68
NT984005,68
NT984006,68
NT984007,68
NT984008,68
NT984009,68
NT985000,67+68
NT985001,67+68
NT985002,68
NT985003,68
NT985004,68
NT985005,68
NT985006,68
NT985007,68
NT985008,68
NT985009,68
NT986001,67+68
NT986002,67+68
NT986003,68
NT986004,68
NT986005,68
NT986006,68
NT986007,68
NT986008,68
NT986009,68
NT987002,67+68
NT987003,68
NT987004,68
NT987005,68
NT987006,68
NT987007,68
NT987008,68
NT987009,68
NT988002,67+68
NT988003,68
NT988004,68
NT988005,68
NT988006,68
NT988007,68
NT988008,68
NT988009,68
NT989002,67+68
NT989003,67+68
NT989004,67+68
NT989005,68
NT989006,68
NT989007,68
NT989008,68
NT989009,68
NT9801,68
NT9900,67+68
NT990004,67+68
NT990005,68
NT990006,68
NT990007,68
NT990008,68
NT990009,68
NT991004,67+68
NT991005,68
NT991006,68
NT991007,68
NT991008,68
NT991009,68
NT992004,67+68
NT992005,68
NT992006,68
NT992007,68
NT992008,68
NT992009,68
NT993004,67+68
NT993005,67+68
NT993006,67+68
NT993007,67+68
NT993008,67+68
NT993009,68
NT994008,67+68
NT994009,67+68
NT995009,67+68
NT9901,67+68
NT990010,68
NT990011,68
NT990012,68
NT990013,68
NT990014,68
NT990015,68
NT990016,68
NT990017,68
NT990018,68
NT990019,68
NT991010,68
NT991011,68
NT991012,68
NT991013,68
NT991014,68
NT991015,68
NT991016,68
NT991017,68
NT991018,68
NT991019,68
NT992010,68
NT992011,68
NT992012,68
NT992013,68
NT992014,68
NT992015,68
NT992016,68
NT992017,68
NT992018,68
NT992019,68
NT993010,68
NT993011,68
NT993012,68
NT993013,68
NT993014,68
NT993015,68
NT993016,68
NT993017,68
NT993018,68
NT993019,68
NT994010,68
NT994011,68
NT994012,68
NT994013,68
NT994014,68
NT994015,68
NT994016,68
NT994017,68
NT994018,68
NT994019,68
NT995010,67+68
NT995011,68
NT995012,68
NT995013,68
NT995014,68
NT995015,68
NT995016,68
NT995017,68
NT995018,68
NT995019,68
NT996010,67+68
NT996011,68
NT996012,68
NT996013,68
NT996014,68
NT996015,68
NT996016,68
NT996017,68
NT996018,68
NT996019,68
NT997010,67+68
NT997011,67+68
NT997012,68
NT997013,68
NT997014,68
NT997015,68
NT997016,68
NT997017,68
NT997018,68
NT997019,68
NT998011,67+68
NT998012,67+68
NT998013,68
NT998014,68
NT998015,68
NT998016,68
NT998017,68
NT998018,68
NT998019,68
NT999012,67+68
NT999013,68
NT999014,68
NT999015,68
NT999016,68
NT999017,68
NT999018,68
NT999019,68
NT90W,68
NT90X,68
NT90Y,68
NT90Z,68
NT91,68
NT92,68
NT93,68
NT94,68+81
NT94SW,68
NT94NW,68+81
NT94SE,68
NT94NE,68
NT94A,68
NT94B,68
NT94C,68
NT94D,68+81
NT9046,68
NT9047,68+81
NT900470,68
NT900471,68
NT900472,68
NT900473,68
NT900474,68
NT900475,68
NT900476,68
NT900477,68+81
NT901470,68
NT901471,68
NT901472,68
NT901473,68
NT901474,68
NT901475,68
NT901476,68+81
NT901477,68+81
NT902470,68
NT902471,68
NT902472,68
NT902473,68
NT902474,68
NT902475,68
NT902476,68+81
NT903470,68
NT903471,68
NT903472,68
NT903473,68
NT903474,68
NT903475,68
NT903476,68+81
NT904470,68
NT904471,68
NT904472,68
NT904473,68
NT904474,68
NT904475,68
NT904476,68+81
NT905470,68
NT905471,68
NT905472,68
NT905473,68
NT905474,68
NT905475,68
NT905476,68+81
NT905477,68+81
NT906470,68
NT906471,68
NT906472,68
NT906473,68
NT906474,68
NT906475,68
NT906476,68
NT906477,68+81
NT906478,68+81
NT907470,68
NT907471,68
NT907472,68
NT907473,68
NT907474,68
NT907475,68
NT907476,68
NT907477,68
NT907478,68+81
NT907479,68+81
NT908470,68
NT908471,68
NT908472,68
NT908473,68
NT908474,68
NT908475,68
NT908476,68
NT908477,68
NT908478,68
NT908479,68
NT909470,68
NT909471,68
NT909472,68
NT909473,68
NT909474,68
NT909475,68
NT909476,68
NT909477,68
NT909478,68
NT909479,68
NT9146,68
NT9147,68
NT94E,68+81
NT9048,68+81
NT906488,68+81
NT906489,68+81
NT907480,68+81
NT907481,68+81
NT907484,68+81
NT907485,68+81
NT907486,68+81
NT907487,68+81
NT907488,68+81
NT907489,68
NT908480,68
NT908481,68+81
NT908482,68+81
NT908483,68+81
NT908484,68+81
NT908485,68
NT908486,68
NT908487,68
NT908488,68
NT908489,68
NT909480,68
NT909481,68
NT909482,68
NT909483,68
NT909484,68
NT909485,68
NT909486,68
NT909487,68
NT909488,68
NT909489,68
NT9049,68+81
NT906490,68+81
NT906491,68+81
NT907490,68
NT907491,68+81
NT907492,68+81
NT907493,68+81
NT908490,68
NT908491,68
NT908492,68
NT908493,68+81
NT908494,68+81
NT909490,68
NT909491,68
NT909492,68
NT909493,68
NT909494,68+81
NT909495,68+81
NT9148,68
NT9149,68+81
NT910490,68
NT910491,68
NT910492,68
NT910493,68
NT910494,68
NT910495,68+81
NT911490,68
NT911491,68
NT911492,68
NT911493,68
NT911494,68
NT911495,68+81
NT911496,68+81
NT912490,68
NT912491,68
NT912492,68
NT912493,68
NT912494,68
NT912495,68
NT912496,68+81
NT913490,68
NT913491,68
NT913492,68
NT913493,68
NT913494,68
NT913495,68
NT913496,68+81
NT914490,68
NT914491,68
NT914492,68
NT914493,68
NT914494,68
NT914495,68
NT914496,68+81
NT915490,68
NT915491,68
NT915492,68
NT915493,68
NT915494,68
NT915495,68
NT915496,68+81
NT916490,68
NT916491,68
NT916492,68
NT916493,68
NT916494,68
NT916495,68
NT916496,68+81
NT917490,68
NT917491,68
NT917492,68
NT917493,68
NT917494,68
NT917495,68
NT917496,68+81
NT918490,68
NT918491,68
NT918492,68
NT918493,68
NT918494,68
NT918495,68+81
NT918496,68+81
NT919490,68
NT919491,68
NT919492,68
NT919493,68
NT919494,68+81
NT919495,68+81
NT94F,68
NT94G,68
NT94H,68
NT94I,68
NT94J,68+81
NT9248,68
NT9249,68+81
NT920490,68
NT920491,68
NT920492,68
