NU,0+67+68
NU254125,68
NU254126,68
NU254127,68
NU254128,68
NU254129,68
NU255120,68
NU255121,68
NU255122,68
NU255123,68
NU255124,68
NU255125,68
NU255126,68
NU255127,68
NU255128,68
NU255129,68
NU256120,68
NU256121,68
NU256122,68
NU256123,68
NU256124,68
NU256125,68
NU256126,68
NU256127,68
NU256128,68
NU256129,68
NU257120,68
NU257121,68
NU257122,68
NU257123,68
NU257124,68
NU257125,68
NU257126,68
NU257127,68
NU257128,68
NU257129,68
NU258120,68
NU258121,68
NU258122,68
NU258123,68
NU258124,68
NU258125,68
NU258126,68
NU258127,68
NU258128,68
NU258129,68
NU259120,0+68
NU259121,68
NU259122,68
NU259123,68
NU259124,68
NU259125,68
NU259126,68
NU259127,68
NU259128,68
NU259129,68
NU2513,68
NU21M,68
NU21N,0+68
NU2416,68
NU2417,68
NU2516,0+68
NU250160,68
NU250161,68
NU250162,68
NU250163,68
NU250164,68
NU250165,68
NU250166,68
NU250167,68
NU250168,68
NU250169,68
NU251160,68
NU251161,68
NU251162,68
NU251163,68
NU251164,68
NU251165,68
NU251166,68
NU251167,68
NU251168,68
NU251169,68
NU252160,68
NU252161,68
NU252162,68
NU252163,68
NU252164,68
NU252165,68
NU252166,68
NU252167,68
NU252168,68
NU252169,68
NU253160,68
NU253161,68
NU253162,68
NU253163,68
NU253164,68
NU253165,68
NU253166,68
NU253167,68
NU253168,68
NU253169,68
NU254160,68
NU254161,68
NU254162,68
NU254163,68
NU254164,68
NU254165,68
NU254166,68
NU254167,68
NU254168,68
NU254169,68
NU255160,68
NU255161,68
NU255162,68
NU255163,68
NU255164,68
NU255165,68
NU255166,68
NU255167,68
NU255168,68
NU255169,68
NU256160,68
NU256161,68
NU256162,68
NU256163,68
NU256164,68
NU256165,68
NU256166,68
NU256167,68
NU256168,68
NU256169,68
NU257160,68
NU257161,68
NU257162,68
NU257163,68
NU257164,68
NU257165,68
NU257166,68
NU257167,68
NU257168,68
NU257169,68
NU258160,68
NU258161,68
NU258162,68
NU258163,68
NU258164,68
NU258165,68
NU258166,68
NU258167,68
NU258168,68
NU258169,68
NU259160,68
NU259161,68
NU259162,68
NU259163,0+68
NU259164,0+68
NU259165,68
NU259166,68
NU259167,68
NU259168,68
NU259169,68
NU2517,0+68
NU250170,68
NU250171,68
NU250172,68
NU250173,68
NU250174,68
NU250175,68
NU250176,68
NU250177,68
NU250178,68
NU250179,68
NU251170,68
NU251171,68
NU251172,68
NU251173,68
NU251174,68
NU251175,68
NU251176,68
NU251177,68
NU251178,68
NU251179,68
NU252170,68
NU252171,68
NU252172,68
NU252173,68
NU252174,68
NU252175,68
NU252176,68
NU252177,68
NU252178,68
NU252179,68
NU253170,68
NU253171,68
NU253172,68
NU253173,68
NU253174,68
NU253175,68
NU253176,68
NU253177,68
NU253178,68
NU253179,68
NU254170,68
NU254171,68
NU254172,68
NU254173,68
NU254174,68
NU254175,68
NU254176,68
NU254177,68
NU254178,68
NU254179,68
NU255170,68
NU255171,68
NU255172,68
NU255173,68
NU255174,68
NU255175,68
NU255176,68
NU255177,68
NU255178,68
NU255179,68
NU256170,68
NU256171,68
NU256172,68
NU256173,68
NU256174,68
NU256175,68
NU256176,68
NU256177,68
NU256178,68
NU256179,68
NU257170,68
NU257171,68
NU257172,68
NU257173,68
NU257174,68
NU257175,68
NU257176,68
NU257177,68
NU257178,68
NU257179,68
NU258170,68
NU258171,68
NU258172,68
NU258173,68
NU258174,68
NU258175,68
NU258176,68
NU258177,68
NU258178,68
NU258179,68
NU259170,68
NU259171,68
NU259172,68
NU259173,68
NU259174,68
NU259175,68
NU259176,68
NU259177,68
NU259178,68
NU259179,0+68
NU21P,0+68
NU2418,68
NU2419,68
NU2518,0+68
NU250180,68
NU250181,68
NU250182,68
NU250183,68
NU250184,68
NU250185,68
NU250186,68
NU250187,68
NU250188,68
NU250189,68
NU251180,68
NU251181,68
NU251182,68
NU251183,68
NU251184,68
NU251185,68
NU251186,68
NU251187,68
NU251188,68
NU251189,68
NU252180,68
NU252181,68
NU252182,68
NU252183,68
NU252184,68
NU252185,68
NU252186,68
NU252187,68
NU252188,68
NU252189,68
NU253180,68
NU253181,68
NU253182,68
NU253183,68
NU253184,68
NU253185,68
NU253186,68
NU253187,68
NU253188,68
NU253189,68
NU254180,68
NU254181,68
NU254182,68
NU254183,68
NU254184,68
NU254185,68
NU254186,68
NU254187,68
NU254188,68
NU254189,68
NU255180,68
NU255181,68
NU255182,68
NU255183,68
NU255184,68
NU255185,68
NU255186,68
NU255187,68
NU255188,68
NU255189,68
NU256180,68
NU256181,68
NU256182,68
NU256183,68
NU256184,68
NU256185,68
NU256186,68
NU256187,68
NU256188,68
NU256189,68
NU257180,68
NU257181,68
NU257182,68
NU257183,68
NU257184,68
NU257185,68
NU257186,68
NU257187,68
NU257188,68
NU257189,68
NU258180,68
NU258181,68
NU258182,68
NU258183,68
NU258184,68
NU258185,68
NU258186,68
NU258187,68
NU258188,68
NU258189,68
NU259180,0+68
NU259181,0+68
NU259182,0+68
NU259183,0+68
NU259184,0+68
NU259185,0+68
NU259186,0+68
NU259187,68
NU259188,68
NU259189,68
NU2519,0+68
NU250190,68
NU250191,68
NU250192,68
NU250193,68
NU250194,68
NU250195,68
NU250196,68
NU250197,68
NU250198,68
NU250199,68
NU251190,68
NU251191,68
NU251192,68
NU251193,68
NU251194,68
NU251195,68
NU251196,68
NU251197,68
NU251198,68
NU251199,68
NU252190,68
NU252191,68
NU252192,68
NU252193,68
NU252194,68
NU252195,68
NU252196,68
NU252197,68
NU252198,68
NU252199,68
NU253190,68
NU253191,68
NU253192,68
NU253193,68
NU253194,68
NU253195,68
NU253196,68
NU253197,68
NU253198,68
NU253199,68
NU254190,68
NU254191,68
NU254192,68
NU254193,68
NU254194,68
NU254195,68
NU254196,68
NU254197,68
NU254198,68
NU254199,68
NU255190,68
NU255191,68
NU255192,68
NU255193,68
NU255194,68
NU255195,68
NU255196,68
NU255197,68
NU255198,68
NU255199,68
NU256190,68
NU256191,68
NU256192,68
NU256193,68
NU256194,68
NU256195,68
NU256196,68
NU256197,68
NU256198,68
NU256199,68
NU257190,68
NU257191,68
NU257192,68
NU257193,68
NU257194,68
NU257195,68
NU257196,68
NU257197,68
NU257198,68
NU257199,68
NU258190,68
NU258191,68
NU258192,68
NU258193,68
NU258194,68
NU258195,68
NU258196,68
NU258197,68
NU258198,68
NU258199,0+68
NU259190,68
NU259191,68
NU259192,68
NU259193,68
NU259194,0+68
NU259195,0+68
NU259196,0+68
NU259197,0+68
NU259198,0+68
NU259199,0+68
NU21Q,0+68
NU2611,0+68
NU260111,0+68
NU260112,0+68
NU260113,0+68
NU260114,68
NU260115,0+68
NU260116,0+68
NU260117,0+68
NU261112,0+68
NU261113,0+68
NU261114,0+68
NU261115,0+68
NU21R,0+68
NU2612,0+68
NU260120,0+68
NU260121,0+68
NU260122,68
NU260123,68
NU260124,68
NU260125,68
NU260126,68
NU260127,68
NU260128,68
NU260129,68
NU261121,0+68
NU261122,0+68
NU261123,0+68
NU261124,68
NU261125,68
NU261126,68
NU261127,68
NU261128,68
NU261129,68
NU262123,0+68
NU262124,0+68
NU262125,68
NU262126,68
NU262127,68
NU262128,68
NU262129,68
NU263123,0+68
NU263124,0+68
NU263125,68
NU263126,68
NU263127,68
NU263128,68
NU263129,68
NU264123,0+68
NU264124,0+68
NU264125,68
NU264126,68
NU264127,68
NU264128,68
NU264129,68
NU265123,0+68
NU265124,68
NU265125,68
NU265126,68
NU265127,68
NU265128,68
NU265129,68
NU266123,0+68
NU266124,0+68
NU266125,68
NU266126,68
NU266127,68
NU266128,68
NU266129,68
NU267122,0+68
NU267123,0+68
NU267124,68
NU267125,68
NU267126,68
NU267127,68
NU267128,68
NU267129,68
NU268122,0+68
NU268123,0+68
NU268124,0+68
NU268125,0+68
NU268126,68
NU268127,68
NU268128,68
NU268129,68
NU269124,0+68
NU269125,68
NU269126,68
NU269127,0+68
NU269128,0+68
NU269129,0+68
NU2613,0+68
NU260130,68
NU260131,68
NU260132,68
NU260133,68
NU260134,68
NU260135,68
NU260136,68
NU260137,68
NU260138,68
NU260139,68
NU261130,68
NU261131,68
NU261132,68
NU261133,68
NU261134,68
NU261135,68
NU261136,68
NU261137,68
NU261138,68
NU261139,68
NU262130,68
NU262131,68
NU262132,68
NU262133,68
NU262134,68
NU262135,68
NU262136,68
NU262137,68
NU262138,68
NU262139,68
NU263130,68
NU263131,68
NU263132,68
NU263133,68
NU263134,68
NU263135,68
NU263136,68
NU263137,68
NU263138,68
NU263139,68
NU264130,68
NU264131,68
NU264132,68
NU264133,68
NU264134,68
NU264135,68
NU264136,68
NU264137,68
NU264138,68
NU264139,68
NU265130,68
NU265131,68
NU265132,68
NU265133,68
NU265134,68
NU265135,68
NU265136,68
NU265137,68
NU265138,68
NU265139,68
NU266130,68
NU266131,68
NU266132,68
NU266133,68
NU266134,68
NU266135,68
NU266136,68
NU266137,68
NU266138,0+68
NU266139,68
NU267130,68
NU267131,68
NU267132,68
NU267133,68
NU267134,68
NU267135,0+68
NU267136,0+68
NU267137,0+68
NU267138,0+68
NU267139,0+68
NU268130,0+68
NU268131,0+68
NU268132,0+68
NU268133,0+68
NU268134,0+68
NU268135,0+68
NU268136,0+68
NU268137,0+68
NU268139,0+68
NU269130,0+68
NU269131,0+68
NU269132,0+68
NU269136,0+68
NU269137,0+68
NU269138,0+68
NU269139,0+68
NU2712,0+68
NU270124,0+68
NU270125,0+68
NU270126,0+68
NU270127,0+68
NU270128,0+68
NU270129,0+68
NU271125,0+68
NU271126,0+68
NU271127,0+68
NU271129,0+68
NU272127,0+68
NU272128,0+68
NU272129,0+68
NU273128,0+68
NU273129,0+68
NU2713,0+68
NU270130,0+68
NU270131,0+68
NU270132,0+68
NU270133,0+68
NU270134,0+68
NU270135,0+68
NU270136,0+68
NU270137,68
NU270138,68
NU270139,68
NU271130,0+68
NU271131,0+68
NU271132,0+68
NU271133,0+68
NU271134,0+68
NU271135,0+68
NU271136,0+68
NU271137,0+68
NU271138,0+68
NU271139,0+68
NU272130,0+68
NU272131,0+68
NU272132,0+68
NU272133,0+68
NU272134,0+68
NU272135,0+68
NU272136,0+68
NU272137,0+68
NU272138,0+68
NU273130,0+68
NU273131,0+68
NU273132,0+68
NU273133,0+68
NU21S,0+68
NU2614,0+68
NU260140,68
NU260141,68
NU260142,68
NU260143,68
NU260144,68
NU260145,68
NU260146,68
NU260147,68
NU260148,68
NU260149,68
NU261140,68
NU261141,68
NU261142,68
NU261143,68
NU261144,68
NU261145,68
NU261146,68
NU261147,68
NU261148,68
NU261149,68
NU262140,68
NU262141,68
NU262142,68
NU262143,68
NU262144,68
NU262145,68
NU262146,68
NU262147,68
NU262148,68
NU262149,68
NU263140,68
NU263141,68
NU263142,68
NU263143,68
NU263144,68
NU263145,68
NU263146,68
NU263147,68
NU263148,68
NU263149,68
NU264140,68
NU264141,68
NU264142,68
NU264143,68
NU264144,68
NU264145,68
NU264146,68
NU264147,68
NU264148,68
NU264149,68
NU265140,68
NU265141,68
NU265142,68
NU265143,68
NU265144,68
NU265145,68
NU265146,68
NU265147,68
NU265148,68
NU265149,68
NU266140,68
NU266141,68
NU266142,68
NU266143,68
NU266144,68
NU266145,68
NU266146,68
NU266147,68
NU266148,68
NU266149,68
NU267140,68
NU267141,68
NU267142,68
NU267143,68
NU267144,68
NU267145,68
NU267146,68
NU267147,68
NU267148,68
NU267149,68
NU268140,68
NU268141,68
NU268142,68
NU268143,68
NU268144,68
NU268145,68
NU268146,68
NU268147,68
NU268148,68
NU268149,68
NU269140,68
NU269141,68
NU269142,0+68
NU269143,0+68
NU269144,0+68
NU269145,0+68
NU269146,0+68
NU269147,0+68
NU269148,68
NU269149,68
NU2615,0+68
NU260150,68
NU260151,68
NU260152,68
NU260153,68
NU260154,68
NU260155,68
NU260156,68
NU260157,68
NU260158,68
NU260159,68
NU261150,68
NU261151,68
NU261152,68
NU261153,68
NU261154,68
NU261155,68
NU261156,68
NU261157,68
NU261158,68
NU261159,68
NU262150,68
NU262151,68
NU262152,68
NU262153,68
NU262154,68
NU262155,68
NU262156,0+68
NU262157,0+68
NU262158,0+68
NU262159,68
NU263150,68
NU263151,68
NU263152,68
NU263153,68
NU263154,68
NU263155,68
NU263156,0+68
NU263158,0+68
NU263159,0+68
NU264150,68
NU264151,68
NU264152,68
NU264153,68
NU264154,68
NU264155,68
NU264156,0+68
NU264157,0+68
NU265150,68
NU265151,68
NU265152,68
NU265153,68
NU265154,68
NU265155,68
NU265156,68
NU265157,0+68
NU266150,68
NU266151,68
NU266152,68
NU266153,68
NU266154,68
NU266155,68
NU266156,0+68
NU266157,0+68
NU267150,68
NU267151,68
NU267152,68
NU267153,68
NU267154,68
NU267155,0+68
NU267156,0+68
NU267157,0+68
NU268150,68
NU268151,68
NU268152,68
NU268153,68
NU268154,68
NU268155,0+68
NU268156,0+68
NU268157,0+68
NU269150,68
NU269151,68
NU269152,68
NU269153,68
NU269154,68
NU269155,68
NU269156,0+68
NU2714,0+68
NU270140,0+68
NU270141,0+68
NU270142,0+68
NU270143,0+68
NU270144,0+68
NU270145,0+68
NU270146,0+68
NU270147,0+68
NU270148,0+68
NU270149,0+68
NU271140,0+68
NU271144,0+68
NU271145,0+68
NU271148,0+68
NU271149,0+68
NU272147,0+68
NU272148,0+68
NU272149,0+68
NU273147,0+68
NU273148,0+68
NU273149,0+68
NU2715,0+68
NU270150,0+68
NU270151,68
NU270152,68
NU270153,68
NU270154,68
NU270155,68
NU270156,0+68
NU271150,0+68
NU271151,68
NU271152,68
NU271153,68
NU271154,68
NU271155,0+68
NU271156,0+68
NU272150,0+68
NU272151,0+68
NU272152,0+68
NU272153,0+68
NU272154,0+68
NU273150,0+68
NU21T,0+68
NU2616,0+68
NU260160,0+68
NU260161,0+68
NU260162,0+68
NU260163,0+68
NU260164,0+68
NU260165,68
NU260166,68
NU260167,68
NU260168,68
NU260169,68
NU261160,0+68
NU261161,0+68
NU261162,0+68
NU261163,0+68
NU261164,0+68
NU261165,0+68
NU261166,68
NU261167,0+68
NU261168,0+68
NU261169,68
NU262160,0+68
NU262161,0+68
NU262165,0+68
NU262166,0+68
NU262167,0+68
NU262168,0+68
NU262169,68
NU263160,0+68
NU263161,0+68
NU263167,0+68
NU263168,0+68
NU263169,0+68
NU2617,0+68
NU260170,68
NU260171,68
NU260172,68
NU260173,68
NU260174,68
NU260175,68
NU260176,68
NU260177,68
NU260178,0+68
NU260179,0+68
NU261170,68
NU261171,68
NU261172,68
NU261173,68
NU261174,68
NU261175,68
NU261176,0+68
NU261177,0+68
NU261178,0+68
NU262170,68
NU262171,0+68
NU262172,0+68
NU262173,68
NU262174,0+68
NU262175,0+68
NU262176,0+68
NU263170,0+68
NU263171,0+68
NU263172,0+68
NU263173,0+68
NU21U,0+68
NU2618,0+68
NU260180,0+68
NU260181,0+68
NU260183,0+68
NU260184,0+68
NU260185,0+68
NU260186,0+68
NU260187,68
NU260188,68
NU260189,68
NU261186,0+68
NU261187,0+68
NU261188,0+68
NU261189,0+68
NU2619,0+68
NU260190,0+68
NU260191,0+68
NU260192,0+68
NU260193,0+68
NU260194,0+68
NU260195,0+68
NU260196,0+68
NU260197,0+68
NU260198,0+68
NU260199,0+68
NU261190,0+68
NU261195,0+68
NU261196,0+68
NU261197,0+68
NU261198,0+68
NU261199,0+68
NU22,0+68
NU22SW,0+68
NU22NW,0+68
NU22SE,0+68
NU22A,68
NU22B,68
NU22C,68
NU22D,68
NU22E,68
NU22F,68
NU22G,68
NU22H,68
NU22I,0+68
NU2226,0+68
NU220260,68
NU220261,68
NU220262,68
NU220263,68
NU220264,68
NU220265,68
NU220266,68
NU220267,68
NU220268,68
NU220269,68
NU221260,68
NU221261,68
NU221262,68
NU221263,68
NU221264,68
NU221265,68
NU221266,68
NU221267,68
NU221268,68
NU221269,68
NU222260,68
NU222261,68
NU222262,68
NU222263,68
NU222264,68
NU222265,68
NU222266,68
NU222267,68
NU222268,68
NU222269,68
NU223260,68
NU223261,68
NU223262,68
NU223263,68
NU223264,68
NU223265,68
NU223266,68
NU223267,68
NU223268,68
NU223269,68
NU224260,68
NU224261,68
NU224262,68
NU224263,68
NU224264,68
NU224265,68
NU224266,68
NU224267,68
NU224268,68
NU224269,68
NU225260,68
NU225261,68
NU225262,68
NU225263,68
NU225264,68
NU225265,68
NU225266,68
NU225267,0+68
NU225268,68
NU225269,68
NU226260,68
NU226261,68
NU226262,68
NU226263,68
NU226264,68
NU226265,68
NU226266,68
NU226267,0+68
NU226268,0+68
NU226269,0+68
NU227260,68
NU227261,68
NU227262,68
NU227263,68
NU227264,68
NU227265,68
NU227266,68
NU227267,68
NU227268,0+68
NU227269,0+68
NU228260,68
NU228261,68
NU228262,68
NU228263,68
NU228264,68
NU228265,68
NU228266,68
NU228267,68
NU228268,68
NU228269,68
NU229260,68
NU229261,68
NU229262,68
NU229263,68
NU229264,68
NU229265,68
NU229266,68
NU229267,68
NU229268,68
NU229269,68
NU2227,0+68
NU220270,68
NU220271,68
NU220272,68
NU220273,68
NU220274,68
NU220275,68
NU220276,68
NU220277,68
NU220278,68
NU220279,68
NU221270,68
NU221271,68
NU221272,68
NU221273,68
NU221274,68
NU221275,68
NU221276,68
NU221277,68
NU221278,68
NU221279,68
NU222270,68
NU222271,68
NU222272,68
NU222273,68
NU222274,68
NU222275,68
NU222276,68
NU222277,68
NU222278,68
NU222279,68
NU223270,68
NU223271,68
NU223272,68
NU223273,68
NU223274,68
NU223275,68
NU223276,68
NU223277,68
NU223278,68
NU223279,68
NU224270,68
NU224271,68
NU224272,68
NU224273,68
NU224274,68
NU224275,68
NU224276,68
NU224277,68
NU224278,68
NU224279,68
NU225270,0+68
NU225271,0+68
NU225272,68
NU225273,68
NU225274,68
NU225275,68
NU225276,68
NU225277,68
NU225278,68
NU225279,68
NU226270,0+68
NU226271,0+68
NU226272,68
NU226273,68
NU226274,68
NU226275,68
NU226276,68
NU226277,68
NU226278,68
NU226279,68
NU227270,0+68
NU227271,0+68
NU227272,0+68
NU227273,68
NU227274,68
NU227275,68
NU227276,68
NU227277,68
NU227278,68
NU227279,68
NU228270,68
NU228271,0+68
NU228272,0+68
NU228273,0+68
NU228274,0+68
NU228275,68
NU228276,68
NU228277,68
NU228278,68
NU228279,68
NU229270,68
NU229271,0+68
NU229272,0+68
NU229273,0+68
NU229274,0+68
NU229275,0+68
NU229276,68
NU229277,68
NU229278,68
NU229279,68
NU2326,0+68
NU230260,68
NU230261,68
NU230262,68
NU230263,68
NU230264,68
NU230265,68
NU230266,68
NU230267,68
NU230268,68
NU230269,68
NU231260,68
NU231261,68
NU231262,68
NU231263,68
NU231264,68
NU231265,68
NU231266,68
NU231267,68
NU231268,68
NU231269,68
NU232260,68
NU232261,68
NU232262,68
NU232263,68
NU232264,68
NU232265,68
NU232266,68
NU232267,68
NU232268,68
NU232269,68
NU233260,68
NU233261,68
NU233262,68
NU233263,68
NU233264,68
NU233265,68
NU233266,68
NU233267,68
NU233268,68
NU233269,0+68
NU234260,68
NU234261,68
NU234262,68
NU234263,68
NU234264,68
NU234265,68
NU234266,0+68
NU234267,0+68
NU234268,0+68
NU234269,0+68
NU235260,68
NU235261,68
NU235262,68
NU235263,68
NU235264,68
NU235265,0+68
NU235266,0+68
NU236260,68
NU236261,68
NU236262,68
NU236263,68
NU236264,0+68
NU236265,0+68
NU237260,68
NU237261,68
NU237262,0+68
NU237263,0+68
NU237264,0+68
NU238260,68
NU238261,0+68
NU238262,0+68
NU239260,68
NU239261,0+68
NU2327,0+68
NU230270,68
NU230271,68
NU230272,68
NU230273,68
NU230274,68
NU230275,0+68
NU230276,68
NU230277,68
NU230278,68
NU230279,68
NU231270,68
NU231271,68
NU231272,68
NU231273,68
NU231274,68
NU231275,0+68
NU231276,0+68
NU231277,68
NU231278,68
NU231279,68
NU232270,68
NU232271,68
NU232272,0+68
NU232273,0+68
NU232274,0+68
NU232275,0+68
NU232276,0+68
NU232277,68
NU232278,68
NU232279,68
NU233270,0+68
NU233271,0+68
NU233272,0+68
NU233273,0+68
NU233276,0+68
NU233277,0+68
NU233278,0+68
NU233279,0+68
NU22J,0+68
NU2228,68
NU2229,68
NU2328,0+68
NU230280,68
NU230281,68
NU230282,68
NU230283,68
NU230284,68
NU230285,68
NU230286,68
NU230287,68
NU230288,68
NU230289,68
NU231280,68
NU231281,68
NU231282,68
NU231283,68
NU231284,68
NU231285,68
NU231286,68
NU231287,68
NU231288,68
NU231289,68
NU232280,68
NU232281,68
NU232282,68
NU232283,68
NU232284,68
NU232285,68
NU232286,68
NU232287,68
NU232288,68
NU232289,68
NU233280,0+68
NU233281,0+68
NU233282,0+68
NU233283,0+68
NU233284,0+68
NU233285,68
NU233286,68
NU233287,68
NU233288,68
NU233289,68
NU234284,0+68
NU234285,0+68
NU234286,68
NU234287,68
NU234288,68
NU234289,68
NU235285,0+68
NU235286,68
NU235287,68
NU235288,68
NU235289,68
NU236284,0+68
NU236285,0+68
NU236286,68
NU236287,68
NU236288,68
NU236289,68
NU237284,0+68
NU237285,68
NU237286,68
NU237287,68
NU237288,0+68
NU237289,0+68
NU238284,0+68
NU238285,0+68
NU238286,68
NU238287,68
NU238288,0+68
NU238289,0+68
NU239285,0+68
NU239286,0+68
NU239287,68
NU239288,0+68
NU239289,0+68
NU2329,0+68
NU230290,68
NU230291,68
NU230292,68
NU230293,68
NU230294,68
NU230295,68
NU230296,68
NU230297,68
NU230298,68
NU230299,68
NU231290,68
NU231291,68
NU231292,68
NU231293,68
NU231294,68
NU231295,68
NU231296,68
NU231297,68
NU231298,68
NU231299,68
NU232290,68
NU232291,68
NU232292,68
NU232293,68
NU232294,68
NU232295,68
NU232296,68
NU232297,68
NU232298,68
NU232299,0+68
NU233290,68
NU233291,68
NU233292,68
NU233293,68
NU233294,68
NU233295,0+68
NU233296,0+68
NU233297,0+68
NU233298,0+68
NU233299,0+68
NU234290,68
NU234291,68
NU234292,68
NU234293,68
NU234294,68
NU234295,0+68
NU234296,0+68
NU234297,0+68
