NU,0+67+68
NY688714,67
NY688715,67
NY688716,67+70
NY689710,67
NY689711,67
NY689712,67
NY689713,67
NY689714,67
NY689715,67
NY689716,67+70
NY689717,67+70
NY6970,67
NY6971,67+70
NY690710,67
NY690711,67
NY690712,67
NY690713,67
NY690714,67
NY690715,67
NY690716,67
NY690717,67+70
NY691710,67
NY691711,67
NY691712,67
NY691713,67
NY691714,67
NY691715,67
NY691716,67
NY691717,67+70
NY691718,67+70
NY692710,67
NY692711,67
NY692712,67
NY692713,67
NY692714,67
NY692715,67
NY692716,67
NY692717,67
NY692718,67+70
NY692719,67+70
NY693710,67
NY693711,67
NY693712,67
NY693713,67
NY693714,67
NY693715,67
NY693716,67
NY693717,67
NY693718,67
NY693719,67
NY694710,67
NY694711,67
NY694712,67
NY694713,67
NY694714,67
NY694715,67
NY694716,67
NY694717,67
NY694718,67
NY694719,67
NY695710,67
NY695711,67
NY695712,67
NY695713,67
NY695714,67
NY695715,67
NY695716,67
NY695717,67
NY695718,67
NY695719,67
NY696710,67
NY696711,67
NY696712,67
NY696713,67
NY696714,67
NY696715,67
NY696716,67
NY696717,67
NY696718,67
NY696719,67
NY697710,67
NY697711,67
NY697712,67
NY697713,67
NY697714,67
NY697715,67
NY697716,67
NY697717,67
NY697718,67
NY697719,67
NY698710,67
NY698711,67
NY698712,67
NY698713,67
NY698714,67
NY698715,67
NY698716,67
NY698717,67
NY698718,67
NY698719,67
NY699710,67
NY699711,67
NY699712,67
NY699713,67
NY699714,67
NY699715,67
NY699716,67
NY699717,67
NY699718,67
NY699719,67
NY67W,67+70
NY6872,67+70
NY685729,67+70
NY686728,67+70
NY686729,67+70
NY687728,67+70
NY687729,67
NY688727,67+70
NY688728,67+70
NY688729,67
NY689724,67+70
NY689725,67+70
NY689726,67+70
NY689727,67+70
NY689728,67
NY689729,67
NY6873,67+70
NY680736,67+70
NY680737,67+70
NY680738,67+70
NY680739,67+70
NY681736,67+70
NY681737,67
NY681738,67
NY681739,67
NY682736,67+70
NY682737,67
NY682738,67
NY682739,67
NY683735,67+70
NY683736,67+70
NY683737,67
NY683738,67
NY683739,67
NY684732,67+70
NY684733,67+70
NY684734,67+70
NY684735,67+70
NY684736,67
NY684737,67
NY684738,67
NY684739,67
NY685730,67+70
NY685731,67+70
NY685732,67+70
NY685733,67+70
NY685734,67
NY685735,67
NY685736,67
NY685737,67
NY685738,67
NY685739,67
NY686730,67
NY686731,67+70
NY686732,67+70
NY686733,67+70
NY686734,67+70
NY686735,67
NY686736,67
NY686737,67
NY686738,67
NY686739,67
NY687730,67
NY687731,67
NY687732,67+70
NY687733,67+70
NY687734,67+70
NY687735,67
NY687736,67
NY687737,67
NY687738,67
NY687739,67
NY688730,67
NY688731,67
NY688732,67
NY688733,67
NY688734,67
NY688735,67
NY688736,67
NY688737,67
NY688738,67
NY688739,67
NY689730,67
NY689731,67
NY689732,67
NY689733,67
NY689734,67
NY689735,67
NY689736,67
NY689737,67
NY689738,67
NY689739,67
NY6972,67+70
NY690724,67+70
NY690725,67
NY690726,67
NY690727,67
NY690728,67
NY690729,67
NY691722,67+70
NY691723,67+70
NY691724,67+70
NY691725,67
NY691726,67
NY691727,67
NY691728,67
NY691729,67
NY692720,67+70
NY692721,67+70
NY692722,67+70
NY692723,67
NY692724,67
NY692725,67
NY692726,67
NY692727,67
NY692728,67
NY692729,67
NY693720,67
NY693721,67
NY693722,67
NY693723,67
NY693724,67
NY693725,67
NY693726,67
NY693727,67
NY693728,67
NY693729,67
NY694720,67
NY694721,67
NY694722,67
NY694723,67
NY694724,67
NY694725,67
NY694726,67
NY694727,67
NY694728,67
NY694729,67
NY695720,67
NY695721,67
NY695722,67
NY695723,67
NY695724,67
NY695725,67
NY695726,67
NY695727,67
NY695728,67
NY695729,67
NY696720,67
NY696721,67
NY696722,67
NY696723,67
NY696724,67
NY696725,67
NY696726,67
NY696727,67
NY696728,67
NY696729,67
NY697720,67
NY697721,67
NY697722,67
NY697723,67
NY697724,67
NY697725,67
NY697726,67
NY697727,67
NY697728,67
NY697729,67
NY698720,67
NY698721,67
NY698722,67
NY698723,67
NY698724,67
NY698725,67
NY698726,67
NY698727,67
NY698728,67
NY698729,67
NY699720,67
NY699721,67
NY699722,67
NY699723,67
NY699724,67
NY699725,67
NY699726,67
NY699727,67
NY699728,67
NY699729,67
NY6973,67
NY67X,67+70
NY6874,67+70
NY680740,67+70
NY680741,67+70
NY680742,67+70
NY680743,67+70
NY680744,67+70
NY680745,67+70
NY681740,67
NY681741,67+70
NY681742,67+70
NY681743,67+70
NY681744,67
NY681745,67+70
NY682740,67
NY682741,67
NY682742,67
NY682743,67
NY682744,67
NY682745,67+70
NY683740,67
NY683741,67
NY683742,67
NY683743,67
NY683744,67
NY683745,67+70
NY683746,67+70
NY684740,67
NY684741,67
NY684742,67
NY684743,67
NY684744,67
NY684745,67
NY684746,67+70
NY685740,67
NY685741,67
NY685742,67
NY685743,67
NY685744,67
NY685745,67
NY685746,67+70
NY685747,67+70
NY686740,67
NY686741,67
NY686742,67
NY686743,67
NY686744,67
NY686745,67
NY686746,67
NY686747,67+70
NY686748,67+70
NY686749,67+70
NY687740,67
NY687741,67
NY687742,67
NY687743,67
NY687744,67
NY687745,67
NY687746,67
NY687747,67
NY687748,67
NY687749,67
NY688740,67
NY688741,67
NY688742,67
NY688743,67
NY688744,67
NY688745,67
NY688746,67
NY688747,67
NY688748,67
NY688749,67
NY689740,67
NY689741,67
NY689742,67
NY689743,67
NY689744,67
NY689745,67
NY689746,67
NY689747,67
NY689748,67
NY689749,67
NY6875,67+70
NY680756,67+70
NY680757,67+70
NY681755,67+70
NY681756,67+70
NY681757,67+70
NY681758,67+70
NY681759,67+70
NY682755,67+70
NY682756,67
NY682757,67
NY682758,67
NY682759,67+70
NY683754,67+70
NY683755,67+70
NY683756,67
NY683757,67
NY683758,67
NY683759,67+70
NY684753,67+70
NY684754,67+70
NY684755,67
NY684756,67
NY684757,67
NY684758,67
NY684759,67
NY685750,67+70
NY685751,67+70
NY685752,67+70
NY685753,67+70
NY685754,67
NY685755,67
NY685756,67
NY685757,67
NY685758,67
NY685759,67
NY686750,67+70
NY686751,67
NY686752,67
NY686753,67
NY686754,67
NY686755,67
NY686756,67
NY686757,67
NY686758,67
NY686759,67
NY687750,67
NY687751,67
NY687752,67
NY687753,67
NY687754,67
NY687755,67
NY687756,67
NY687757,67
NY687758,67
NY687759,67
NY688750,67
NY688751,67
NY688752,67
NY688753,67
NY688754,67
NY688755,67
NY688756,67
NY688757,67
NY688758,67
NY688759,67
NY689750,67
NY689751,67
NY689752,67
NY689753,67
NY689754,67
NY689755,67
NY689756,67
NY689757,67
NY689758,67
NY689759,67
NY6974,67
NY6975,67
NY67Y,67+70
NY6876,67+70
NY683760,67+70
NY683761,67+70
NY684760,67
NY684761,67+70
NY684762,67+70
NY684763,67+70
NY684764,67+70
NY684769,67+70
NY685760,67
NY685761,67
NY685762,67
NY685763,67
NY685764,67+70
NY685765,67+70
NY685769,67+70
NY686760,67
NY686761,67
NY686762,67
NY686763,67
NY686764,67
NY686765,67+70
NY686769,67+70
NY687760,67
NY687761,67
NY687762,67
NY687763,67+70
NY687764,67+70
NY687765,67+70
NY687766,67+70
NY687767,67+70
NY687768,67+70
NY687769,67+70
NY688760,67
NY688761,67
NY688762,67
NY688763,67+70
NY688766,67+70
NY688767,67+70
NY688768,67+70
NY688769,67
NY689760,67
NY689761,67
NY689762,67
NY689763,67+70
NY689766,67+70
NY689767,67
NY689768,67
NY689769,67
NY6877,67+70
NY680774,67+70
NY680775,67
NY680776,67
NY680777,67
NY680778,67
NY680779,67
NY681772,67+70
NY681773,67+70
NY681774,67+70
NY681775,67
NY681776,67
NY681777,67
NY681778,67
NY681779,67
NY682770,67+70
NY682771,67+70
NY682772,67+70
NY682773,67
NY682774,67
NY682775,67
NY682776,67
NY682777,67
NY682778,67
NY682779,67
NY683770,67+70
NY683771,67
NY683772,67
NY683773,67
NY683774,67
NY683775,67
NY683776,67
NY683777,67
NY683778,67
NY683779,67
NY684770,67+70
NY684771,67+70
NY684772,67
NY684773,67
NY684774,67
NY684775,67
NY684776,67
NY684777,67
NY684778,67
NY684779,67
NY685770,67+70
NY685771,67+70
NY685772,67
NY685773,67
NY685774,67
NY685775,67
NY685776,67
NY685777,67
NY685778,67
NY685779,67
NY686770,67
NY686771,67
NY686772,67
NY686773,67
NY686774,67
NY686775,67
NY686776,67
NY686777,67
NY686778,67
NY686779,67
NY687770,67
NY687771,67
NY687772,67
NY687773,67
NY687774,67
NY687775,67
NY687776,67
NY687777,67
NY687778,67
NY687779,67
NY688770,67
NY688771,67
NY688772,67
NY688773,67
NY688774,67
NY688775,67
NY688776,67
NY688777,67
NY688778,67
NY688779,67
NY689770,67
NY689771,67
NY689772,67
NY689773,67
NY689774,67
NY689775,67
NY689776,67
NY689777,67
NY689778,67
NY689779,67
NY6976,67+70
NY690760,67
NY690761,67
NY690762,67
NY690763,67+70
NY690764,67+70
NY690765,67+70
NY690766,67+70
NY690767,67
NY690768,67
NY690769,67
NY691760,67
NY691761,67
NY691762,67
NY691763,67
NY691764,67
NY691765,67
NY691766,67
NY691767,67
NY691768,67
NY691769,67
NY692760,67
NY692761,67
NY692762,67
NY692763,67
NY692764,67
NY692765,67
NY692766,67
NY692767,67
NY692768,67
NY692769,67
NY693760,67
NY693761,67
NY693762,67
NY693763,67
NY693764,67
NY693765,67
NY693766,67
NY693767,67
NY693768,67
NY693769,67
NY694760,67
NY694761,67
NY694762,67
NY694763,67
NY694764,67
NY694765,67
NY694766,67
NY694767,67
NY694768,67
NY694769,67
NY695760,67
NY695761,67
NY695762,67
NY695763,67
NY695764,67
NY695765,67
NY695766,67
NY695767,67
NY695768,67
NY695769,67
NY696760,67
NY696761,67
NY696762,67
NY696763,67
NY696764,67
NY696765,67
NY696766,67
NY696767,67
NY696768,67
NY696769,67
NY697760,67
NY697761,67
NY697762,67
NY697763,67
NY697764,67
NY697765,67
NY697766,67
NY697767,67
NY697768,67
NY697769,67
NY698760,67
NY698761,67
NY698762,67
NY698763,67
NY698764,67
NY698765,67
NY698766,67
NY698767,67
NY698768,67
NY698769,67
NY699760,67
NY699761,67
NY699762,67
NY699763,67
NY699764,67
NY699765,67
NY699766,67
NY699767,67
NY699768,67
NY699769,67
NY6977,67
NY67Z,67
NY68,67+70
NY68SW,67+70
NY68NW,67
NY68SE,67
NY68NE,67
NY68A,67+70
NY6081,67+70
NY600816,67+70
NY600817,67
NY600818,67
NY600819,67
NY601816,67+70
NY601817,67
NY601818,67
NY601819,67
NY602816,67+70
NY602817,67+70
NY602818,67
NY602819,67
NY603817,67+70
NY603818,67+70
NY603819,67
NY604818,67+70
NY604819,67
NY605817,67+70
NY605818,67+70
NY605819,67
NY606817,67+70
NY606818,67
NY606819,67
NY607816,67+70
NY607817,67+70
NY607818,67
NY607819,67
NY608816,67+70
NY608817,67
NY608818,67
NY608819,67
NY609815,67+70
NY609816,67+70
NY609817,67
NY609818,67
NY609819,67
NY6180,67+70
NY617804,67+70
NY617805,67+70
NY617806,67+70
NY617807,67+70
NY617808,67+70
NY617809,67+70
NY618802,67+70
NY618803,67+70
NY618804,67+70
NY618805,67+70
NY618806,67+70
NY618807,67
NY618808,67
NY618809,67
NY619802,67+70
NY619803,67
NY619804,67
NY619805,67
NY619806,67
NY619807,67
NY619808,67
NY619809,67
NY6181,67+70
NY610815,67+70
NY610816,67
NY610817,67
NY610818,67
NY610819,67
NY611814,67+70
NY611815,67+70
NY611816,67
NY611817,67
NY611818,67
NY611819,67
NY612814,67+70
NY612815,67
NY612816,67
NY612817,67
NY612818,67
NY612819,67
NY613814,67+70
NY613815,67
NY613816,67
NY613817,67
NY613818,67
NY613819,67
NY614814,67+70
NY614815,67
NY614816,67
NY614817,67
NY614818,67
NY614819,67
NY615813,67+70
NY615814,67+70
NY615815,67
NY615816,67
NY615817,67
NY615818,67
NY615819,67
NY616813,67+70
NY616814,67
NY616815,67
NY616816,67
NY616817,67
NY616818,67
NY616819,67
NY617810,67+70
NY617811,67+70
NY617812,67+70
NY617813,67+70
NY617814,67
NY617815,67
NY617816,67
NY617817,67
NY617818,67
NY617819,67
NY618810,67
NY618811,67
NY618812,67+70
NY618813,67+70
NY618814,67
NY618815,67
NY618816,67
NY618817,67
NY618818,67
NY618819,67
NY619810,67
NY619811,67
NY619812,67+70
NY619813,67
NY619814,67
NY619815,67
NY619816,67
NY619817,67
NY619818,67
NY619819,67
NY68B,67
NY68C,67
NY68D,67
NY68E,67
NY68F,67+70
NY6280,67+70
NY620801,67+70
NY620802,67+70
NY620803,67
NY620804,67
NY620805,67
NY620806,67
NY620807,67
NY620808,67
NY620809,67
NY621800,67+70
NY621801,67+70
NY621802,67
NY621803,67
NY621804,67
NY621805,67
NY621806,67
NY621807,67
NY621808,67
NY621809,67
NY622800,67+70
NY622801,67
NY622802,67
NY622803,67
NY622804,67
NY622805,67
NY622806,67
NY622807,67
NY622808,67
NY622809,67
NY623800,67
NY623801,67
NY623802,67
NY623803,67
NY623804,67
NY623805,67
NY623806,67
NY623807,67
NY623808,67
NY623809,67
NY624800,67
NY624801,67
NY624802,67
NY624803,67
NY624804,67
NY624805,67
NY624806,67
NY624807,67
NY624808,67
NY624809,67
NY625800,67
NY625801,67
NY625802,67
NY625803,67
NY625804,67
NY625805,67
NY625806,67
NY625807,67
NY625808,67
NY625809,67
NY626800,67
NY626801,67
NY626802,67
NY626803,67
NY626804,67
NY626805,67
NY626806,67
NY626807,67
NY626808,67
NY626809,67
NY627800,67
NY627801,67
NY627802,67
NY627803,67
NY627804,67
NY627805,67
NY627806,67
NY627807,67
NY627808,67
NY627809,67
NY628800,67
NY628801,67
NY628802,67
NY628803,67
NY628804,67
NY628805,67
NY628806,67
NY628807,67
NY628808,67
NY628809,67
NY629800,67
NY629801,67
NY629802,67
NY629803,67
NY629804,67
NY629805,67
NY629806,67
NY629807,67
NY629808,67
NY629809,67
NY6281,67
NY6380,67
NY6381,67
NY68G,67
NY68H,67
NY68I,67
NY68J,67
NY68K,67
NY68L,67
NY68M,67
NY68N,67
NY68P,67
NY68Q,67
NY68R,67
NY68S,67
NY68T,67
NY68U,67
NY68V,67
NY68W,67
NY68X,67
NY68Y,67
NY68Z,67
NY69,67+80
NY69SW,67+80
NY69NW,67+80
NY69SE,67
NY69NE,67
NY69A,67
NY69B,67
NY69C,67+80
NY6094,67+80
NY600940,67
NY600941,67
NY600942,67
NY600943,67
NY600944,67
NY600945,67+80
NY600946,67+80
NY600947,67+80
NY601940,67
NY601941,67
NY601942,67
NY601943,67
NY601944,67
NY601945,67
NY601946,67
NY601947,67+80
NY602940,67
NY602941,67
NY602942,67
NY602943,67
NY602944,67
NY602945,67
NY602946,67
NY602947,67+80
NY603940,67
NY603941,67
NY603942,67
NY603943,67
NY603944,67
NY603945,67
NY603946,67
NY603947,67+80
NY603948,67+80
NY604940,67
NY604941,67
NY604942,67
NY604943,67
NY604944,67
NY604945,67
NY604946,67
NY604947,67
NY604948,67+80
NY605940,67
NY605941,67
NY605942,67
NY605943,67
NY605944,67
NY605945,67
NY605946,67
NY605947,67
NY605948,67+80
NY606940,67
NY606941,67
NY606942,67
NY606943,67
NY606944,67
NY606945,67
NY606946,67
NY606947,67
NY606948,67+80
NY606949,67+80
NY607940,67
NY607941,67
NY607942,67
NY607943,67
NY607944,67
NY607945,67
NY607946,67
NY607947,67
NY607948,67
NY607949,67+80
NY608940,67
NY608941,67
NY608942,67
NY608943,67
NY608944,67
NY608945,67
NY608946,67
NY608947,67
NY608948,67+80
NY608949,67+80
NY609940,67
NY609941,67
NY609942,67
NY609943,67
NY609944,67
NY609945,67
NY609946,67
NY609947,67+80
NY609948,67+80
NY6095,67+80
NY600954,67+80
NY600955,67+80
NY600956,67
NY600957,67
NY600958,67
NY600959,67
NY601953,67+80
NY601954,67+80
NY601955,67
NY601956,67
NY601957,67
NY601958,67
NY601959,67
NY602952,67+80
NY602953,67+80
NY602954,67
NY602955,67
NY602956,67
NY602957,67
NY602958,67
NY602959,67
NY603952,67+80
NY603953,67
NY603954,67
NY603955,67
NY603956,67
NY603957,67
NY603958,67
NY603959,67
NY604952,67+80
NY604953,67
NY604954,67
NY604955,67
NY604956,67
NY604957,67
NY604958,67
NY604959,67
NY605951,67+80
NY605952,67+80
NY605953,67
NY605954,67
NY605955,67
NY605956,67
NY605957,67
NY605958,67
NY605959,67
NY606951,67+80
NY606952,67
NY606953,67
NY606954,67
NY606955,67
NY606956,67
NY606957,67
NY606958,67
NY606959,67
NY607950,67+80
NY607951,67+80
NY607952,67
NY607953,67
NY607954,67
NY607955,67
NY607956,67
NY607957,67
NY607958,67
NY607959,67
NY608950,67+80
NY608951,67
NY608952,67
NY608953,67
NY608954,67
NY608955,67
NY608956,67
NY608957,67
NY608958,67
NY608959,67
NY609950,67+80
NY609951,67
NY609952,67
NY609953,67
NY609954,67
NY609955,67
NY609956,67
NY609957,67
NY609958,67
NY609959,67
NY6194,67+80
NY610940,67
NY610941,67
NY610942,67
NY610943,67
NY610944,67
NY610945,67
NY610946,67
NY610947,67+80
NY610948,67+80
NY611940,67
NY611941,67
NY611942,67
NY611943,67
NY611944,67
NY611945,67
NY611946,67
NY611947,67
NY611948,67+80
NY611949,67+80
NY612940,67
NY612941,67
NY612942,67
NY612943,67
NY612944,67
NY612945,67
NY612946,67
NY612947,67
NY612948,67
NY612949,67+80
NY613940,67
NY613941,67
NY613942,67
NY613943,67
NY613944,67
NY613945,67
NY613946,67
NY613947,67
NY613948,67
NY613949,67
NY614940,67
NY614941,67
NY614942,67
NY614943,67
NY614944,67
NY614945,67
NY614946,67
NY614947,67
NY614948,67
NY614949,67
NY615940,67
NY615941,67
NY615942,67
NY615943,67
NY615944,67
NY615945,67
NY615946,67
NY615947,67
NY615948,67
NY615949,67
NY616940,67
NY616941,67
NY616942,67
NY616943,67
NY616944,67
NY616945,67
NY616946,67
NY616947,67
NY616948,67
NY616949,67
NY617940,67
NY617941,67
NY617942,67
NY617943,67
NY617944,67
NY617945,67
NY617946,67
NY617947,67
NY617948,67
NY617949,67
NY618940,67
NY618941,67
NY618942,67
NY618943,67
NY618944,67
NY618945,67
NY618946,67
NY618947,67
NY618948,67
NY618949,67
NY619940,67
NY619941,67
NY619942,67
NY619943,67
NY619944,67
NY619945,67
NY619946,67
NY619947,67
NY619948,67
NY619949,67
NY6195,67+80
NY610950,67+80
NY610951,67
NY610952,67
NY610953,67
NY610954,67
NY610955,67
NY610956,67
NY610957,67
NY610958,67
NY610959,67
NY611950,67+80
NY611951,67
NY611952,67
NY611953,67
NY611954,67
NY611955,67
NY611956,67
NY611957,67
NY611958,67
NY611959,67
NY612950,67
NY612951,67
NY612952,67
NY612953,67
NY612954,67
NY612955,67
NY612956,67
NY612957,67
NY612958,67
NY612959,67
NY613950,67
NY613951,67
NY613952,67
NY613953,67
NY613954,67
NY613955,67
NY613956,67
NY613957,67
NY613958,67
NY613959,67
NY614950,67
NY614951,67
NY614952,67
NY614953,67
NY614954,67
NY614955,67
NY614956,67
NY614957,67
NY614958,67
NY614959,67
NY615950,67
NY615951,67
NY615952,67
NY615953,67
NY615954,67
NY615955,67
NY615956,67
NY615957,67
NY615958,67
NY615959,67
NY616950,67
NY616951,67
NY616952,67
NY616953,67
NY616954,67
NY616955,67
NY616956,67
NY616957,67
NY616958,67
NY616959,67
NY617950,67
NY617951,67
NY617952,67
NY617953,67
NY617954,67
NY617955,67
NY617956,67
NY617957,67
NY617958,67
NY617959,67
NY618950,67
NY618951,67
NY618952,67
NY618953,67
NY618954,67
NY618955,67
NY618956,67
NY618957,67
NY618958,67
NY618959,67
NY619950,67
NY619951,67
NY619952,67
NY619953,67
NY619954,67
NY619955,67
NY619956,67
NY619957,67
NY619958,67
NY619959,67
NY69D,67+80
NY6096,67+80
NY600960,67
NY600961,67
NY600962,67
NY600963,67
NY600964,67
NY600965,67+80
NY601960,67
NY601961,67
NY601962,67
NY601963,67
NY601964,67
NY601965,67+80
NY601966,67+80
NY602960,67
NY602961,67
NY602962,67
NY602963,67
NY602964,67
NY602965,67
NY602966,67+80
NY602967,67+80
NY602968,67+80
NY602969,67+80
NY603960,67
NY603961,67
NY603962,67
NY603963,67
NY603964,67
NY603965,67
NY603966,67
NY603967,67
NY603968,67
NY603969,67
NY604960,67
NY604961,67
NY604962,67
NY604963,67
NY604964,67
NY604965,67
NY604966,67
NY604967,67
NY604968,67
NY604969,67
NY605960,67
NY605961,67
NY605962,67
NY605963,67
NY605964,67
NY605965,67
NY605966,67
NY605967,67
NY605968,67
NY605969,67
NY606960,67
NY606961,67
NY606962,67
NY606963,67
NY606964,67
NY606965,67
NY606966,67
NY606967,67
NY606968,67
NY606969,67
NY607960,67
NY607961,67
NY607962,67
NY607963,67
NY607964,67
NY607965,67
NY607966,67
NY607967,67
NY607968,67
NY607969,67
NY608960,67
NY608961,67
NY608962,67
NY608963,67
NY608964,67
NY608965,67
NY608966,67
NY608967,67
NY608968,67
NY608969,67
NY609960,67
NY609961,67
NY609962,67
NY609963,67
NY609964,67
NY609965,67
NY609966,67
NY609967,67
NY609968,67
NY609969,67
NY6097,67+80
NY601972,67+80
NY602970,67+80
NY602971,67+80
NY602972,67+80
NY602973,67+80
NY603970,67
NY603971,67
NY603972,67
NY603973,67+80
NY603974,67+80
NY604970,67
NY604971,67
NY604972,67
NY604973,67
NY604974,67+80
NY604975,67+80
NY604976,67+80
NY604977,67+80
NY605970,67
NY605971,67
NY605972,67
NY605973,67
NY605974,67+80
NY605975,67+80
NY605976,67
NY605977,67+80
NY605978,67+80
NY606970,67
NY606971,67
NY606972,67
NY606973,67
NY606974,67
NY606975,67
NY606976,67
NY606977,67
NY606978,67+80
NY606979,67+80
NY607970,67
NY607971,67
NY607972,67
NY607973,67
NY607974,67
NY607975,67
NY607976,67
NY607977,67
NY607978,67
NY607979,67+80
NY608970,67
NY608971,67
NY608972,67
NY608973,67
NY608974,67
NY608975,67
NY608976,67
NY608977,67
NY608978,67
NY608979,67
NY609970,67
NY609971,67
NY609972,67
NY609973,67
NY609974,67
NY609975,67
NY609976,67
NY609977,67
NY609978,67
NY609979,67
NY6196,67
NY6197,67
NY69E,67+80
NY6098,67+80
NY607980,67+80
NY608980,67+80
NY608981,67+80
NY608982,67+80
NY609980,67
NY609981,67
NY609982,67+80
NY609983,67+80
NY6198,67+80
NY610980,67
NY610981,67
NY610982,67
NY610983,67+80
NY610984,67+80
NY611980,67
NY611981,67
NY611982,67
NY611983,67
NY611984,67+80
NY611985,67+80
NY612980,67
NY612981,67
NY612982,67
NY612983,67
NY612984,67
NY612985,67+80
NY612986,67+80
NY612987,67+80
NY613980,67
NY613981,67
NY613982,67
NY613983,67
NY613984,67
NY613985,67
NY613986,67
NY613987,67+80
NY613988,67+80
NY613989,67+80
NY614980,67
NY614981,67
NY614982,67
NY614983,67
NY614984,67
NY614985,67
NY614986,67
NY614987,67
NY614988,67
NY614989,67+80
NY615980,67
NY615981,67
NY615982,67
NY615983,67
NY615984,67
NY615985,67
NY615986,67
NY615987,67
NY615988,67
NY615989,67
NY616980,67
NY616981,67
NY616982,67
NY616983,67
NY616984,67
NY616985,67
NY616986,67
NY616987,67
NY616988,67
NY616989,67
NY617980,67
NY617981,67
NY617982,67
NY617983,67
NY617984,67
NY617985,67
NY617986,67
NY617987,67
NY617988,67
NY617989,67
NY618980,67
NY618981,67
NY618982,67
NY618983,67
NY618984,67
NY618985,67
NY618986,67
NY618987,67
NY618988,67
NY618989,67
NY619980,67
NY619981,67
NY619982,67
NY619983,67
NY619984,67
NY619985,67
NY619986,67
NY619987,67
NY619988,67
NY619989,67
NY6199,67+80
NY614990,67+80
NY615990,67+80
NY615991,67+80
NY616990,67
NY616991,67+80
NY616992,67+80
NY617990,67
NY617991,67
NY617992,67+80
NY618990,67
NY618991,67
NY618992,67+80
NY619990,67
NY619991,67
NY619992,67+80
NY619993,67+80
NY69F,67
NY69G,67
NY69H,67
NY69I,67
NY69J,67+80
NY6298,67
NY6299,67+80
NY620990,67
NY620991,67
NY620992,67
NY620993,67+80
NY621990,67
NY621991,67
NY621992,67
NY621993,67+80
NY621994,67+80
NY622990,67
NY622991,67
NY622992,67
NY622993,67
NY622994,67+80
NY622995,67+80
NY622996,67+80
NY623990,67
NY623991,67
NY623992,67
NY623993,67
NY623994,67
NY623995,67
NY623996,67+80
NY623997,67+80
NY624990,67
NY624991,67
NY624992,67
NY624993,67
NY624994,67
NY624995,67
NY624996,67
NY624997,67+80
NY625990,67
NY625991,67
NY625992,67
NY625993,67
NY625994,67
NY625995,67
NY625996,67
NY625997,67+80
NY625998,67+80
NY626990,67
NY626991,67
NY626992,67
NY626993,67
NY626994,67
NY626995,67
NY626996,67
NY626997,67
NY626998,67+80
NY626999,67+80
NY627990,67
NY627991,67
NY627992,67
NY627993,67
NY627994,67
NY627995,67
NY627996,67
NY627997,67
NY627998,67
NY627999,67+80
NY628990,67
NY628991,67
NY628992,67
NY628993,67
NY628994,67
NY628995,67
NY628996,67
NY628997,67
NY628998,67
NY628999,67+80
NY629990,67
NY629991,67
NY629992,67
NY629993,67
NY629994,67
NY629995,67
NY629996,67
NY629997,67
NY629998,67
NY629999,67+80
NY6398,67
NY6399,67
NY69K,67
NY69L,67
NY69M,67
NY69N,67
NY69P,67
NY69Q,67
NY69R,67
NY69S,67
NY69T,67
NY69U,67
NY69V,67
NY69W,67
NY69X,67
NY69Y,67
NY69Z,67
NY74,66+67+70
NY74NW,67+70
NY74SE,66+67+70
NY74NE,67+70
NY74E,67+70
NY7048,67+70
NY700480,67+70
NY700481,67+70
NY700482,67
NY700483,67
NY700484,67
NY700485,67
NY700486,67
NY700487,67
NY700488,67
NY700489,67
NY701481,67+70
NY701482,67+70
NY701483,67+70
NY701484,67
NY701485,67
NY701486,67
NY701487,67
NY701488,67
NY701489,67
NY702483,67+70
NY702484,67+70
NY702485,67
NY702486,67
NY702487,67
NY702488,67
NY702489,67
NY703484,67+70
NY703485,67+70
NY703486,67+70
NY703487,67+70
NY703488,67
NY703489,67
NY704487,67+70
NY704488,67+70
NY704489,67+70
NY705488,67+70
NY705489,67+70
NY706487,67+70
NY706488,67+70
NY706489,67
NY707486,67+70
NY707487,67+70
NY707488,67
NY707489,67
NY708486,67+70
NY708487,67
NY708488,67
NY708489,67
NY709486,67+70
NY709487,67
NY709488,67
NY709489,67
NY7049,67
NY7148,67+70
NY710486,67+70
NY710487,67+70
NY710488,67
NY710489,67
NY711487,67+70
NY711488,67+70
NY711489,67
NY712488,67+70
NY712489,67+70
NY713489,67+70
NY7149,67+70
NY710490,67
NY710491,67
NY710492,67
NY710493,67
NY710494,67
NY710495,67
NY710496,67
NY710497,67
NY710498,67
NY710499,67
NY711490,67
NY711491,67
NY711492,67
NY711493,67
NY711494,67
NY711495,67
NY711496,67
NY711497,67
NY711498,67
NY711499,67
NY712490,67
NY712491,67
NY712492,67
NY712493,67
NY712494,67
NY712495,67
NY712496,67
NY712497,67
NY712498,67
NY712499,67
NY713490,67+70
NY713491,67
NY713492,67
NY713493,67
NY713494,67
NY713495,67
NY713496,67
NY713497,67
NY713498,67
NY713499,67
NY714490,67+70
NY714491,67
NY714492,67
NY714493,67
NY714494,67
NY714495,67
NY714496,67
NY714497,67
NY714498,67
NY714499,67
NY715490,67+70
NY715491,67
NY715492,67
NY715493,67
NY715494,67
NY715495,67
NY715496,67
NY715497,67
NY715498,67
NY715499,67
NY716490,67+70
NY716491,67
NY716492,67
NY716493,67
NY716494,67
NY716495,67
NY716496,67
NY716497,67
NY716498,67
NY716499,67
NY717490,67+70
NY717491,67+70
NY717492,67
NY717493,67
NY717494,67
NY717495,67
